 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   18     10.9472      9.7315    1.537322E+00
   19      0.2190     17.2516    3.241670E-02
   20      4.1733     22.6608    6.494169E-01
   21      0.1100     27.2544    1.795235E-02
   22      2.5685     31.3999    4.386844E-01
   23      0.0635     35.2630    1.132744E-02
   24      1.8099     38.9350    3.365974E-01
   25      0.0475     42.4728    9.194411E-03
   26      1.4408     45.9150    2.898276E-01
   27      0.0411     49.2891    8.579553E-03
   28      1.1743     52.6164    2.540470E-01
   29      0.0359     55.9134    8.039085E-03
   30      0.9205     59.1941    2.131149E-01
   31      0.0303     62.4704    7.245082E-03
   32      0.7496     65.7530    1.849282E-01
   33      0.0245     69.0517    6.230186E-03
   34      0.6653     72.3760    1.742315E-01
   35      0.0193     75.7353    5.200868E-03
   36      0.5133     79.1391    1.422179E-01
   37      0.0151     82.5975    4.298316E-03
   38      0.3456     86.1216    1.010007E-01
   39      0.0119     89.7232    3.568077E-03
   40      0.2740     93.4161    8.423561E-02
   41      0.0090     97.2164    2.835181E-03
   42      0.2382    101.1429    7.684592E-02
   43      0.0065    105.2189    2.146311E-03
   44      0.2111    109.4733    7.130802E-02
   45      0.0044    113.9438    1.519687E-03
   46      0.1911    118.6803    6.745339E-02
   47      0.0028    123.7530    1.009582E-03
   48      0.1588    129.2656    5.846317E-02
   49      0.0016    135.3840    6.011949E-04
   50      0.1654    142.4060    6.340405E-02
   51      0.0007    150.9844    2.736500E-04
   52      0.2846    163.3820    1.134186E-01
