 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   30      5.0362     10.8542    8.038194E-01
   31      0.0335     19.1262    5.522186E-03
   32      2.2829     25.0031    3.882629E-01
   33      0.0288     29.9379    5.048856E-03
   34      1.4721     34.3460    2.657737E-01
   35      0.0234     38.4159    4.347102E-03
   36      0.9681     42.2522    1.849136E-01
   37      0.0174     45.9201    3.414571E-03
   38      0.6512     49.4640    1.311991E-01
   39      0.0128     52.9159    2.645835E-03
   40      0.4593     56.3000    9.734354E-02
   41      0.0096     59.6356    2.084851E-03
   42      0.3283     62.9384    7.301557E-02
   43      0.0068     66.2220    1.547939E-03
   44      0.2328     69.4982    5.421240E-02
   45      0.0046     72.7779    1.095279E-03
   46      0.1866     76.0714    4.540673E-02
   47      0.0030     79.3887    7.457110E-04
   48      0.1639     82.7399    4.159837E-02
   49      0.0018     86.1354    4.662656E-04
   50      0.1190     89.5862    3.144807E-02
   51      0.0009     93.1047    2.425523E-04
   52      0.0628     96.7043    1.725340E-02
   53      0.0004    100.4009    1.119875E-04
   54      0.0270    104.2130    7.700447E-03
   55      0.0002    108.1631    5.808696E-05
   56      0.0122    112.2794    3.607148E-03
   57      0.0001    116.5979    3.009009E-05
   58      0.0054    121.1669    1.653123E-03
   59      0.0000    126.0537    0.000000E+00
   60      0.0018    131.3577    5.698802E-04
   61      0.0000    137.2375    0.000000E+00
   62      0.0004    143.9785    1.308265E-04
   63      0.0000    152.2049    0.000000E+00
   64      0.0001    164.0807    3.375323E-05
