 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   14     26.4298      7.4714    2.720157E+00
   15      2.2103     13.2851    2.431728E-01
   16      9.2745     17.4938    1.086192E+00
   17      1.0526     21.0858    1.307475E-01
   18      5.2073     24.3398    6.837801E-01
   19      0.6503     27.3803    9.000787E-02
   20      3.5433     30.2754    5.155775E-01
   21      0.4493     33.0670    6.856572E-02
   22      2.6201     35.7832    4.184394E-01
   23      0.3088     38.4437    5.150831E-02
   24      1.9463     41.0632    3.384605E-01
   25      0.1991     43.6530    3.603658E-02
   26      1.4999     46.2221    2.821242E-01
   27      0.1252     48.7781    2.443820E-02
   28      1.1749     51.3273    2.376719E-01
   29      0.0825     53.8752    1.727460E-02
   30      0.8974     56.4266    1.942755E-01
   31      0.0574     58.9862    1.283378E-02
   32      0.7593     61.5582    1.751576E-01
   33      0.0421     64.1466    1.001058E-02
   34      0.6742     66.7555    1.650973E-01
   35      0.0329     69.3889    8.290035E-03
   36      0.5091     72.0509    1.318949E-01
   37      0.0264     74.7457    7.026958E-03
   38      0.3750     77.4779    1.024765E-01
   39      0.0207     80.2522    5.803628E-03
   40      0.3140     83.0739    9.026446E-02
   41      0.0159     85.9488    4.683574E-03
   42      0.2752     88.8833    8.301747E-02
   43      0.0118     91.8847    3.643371E-03
   44      0.2302     94.9613    7.271056E-02
   45      0.0082     98.1229    2.648240E-03
   46      0.1724    101.3807    5.690132E-02
   47      0.0054    104.7485    1.820621E-03
   48      0.1303    108.2428    4.485577E-02
   49      0.0034    111.8841    1.194583E-03
   50      0.1180    115.6984    4.229661E-02
   51      0.0018    119.7195    6.579788E-04
   52      0.0996    123.9932    3.711511E-02
   53      0.0008    128.5833    3.037917E-04
   54      0.0629    133.5849    2.433208E-02
   55      0.0003    139.1498    1.181807E-04
   56      0.0347    145.5514    1.391586E-02
   57      0.0001    153.3885    4.081314E-05
   58      0.0298    164.7337    1.237383E-02
