 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   36      1.7909     16.4299    4.286832E-01
   37      0.0046     29.1387    1.131257E-03
   38      0.6749     38.2419    1.704011E-01
   39      0.0049     45.9690    1.269303E-03
   40      0.4324     52.9598    1.148452E-01
   41      0.0042     59.5102    1.143062E-03
   42      0.3370     65.7902    9.392714E-02
   43      0.0032     71.9134    9.128754E-04
   44      0.2430     77.9647    7.091507E-02
   45      0.0022     84.0156    6.564571E-04
   46      0.1565     90.1327    4.772430E-02
   47      0.0014     96.3849    4.361079E-04
   48      0.1284    102.8509    4.083937E-02
   49      0.0008    109.6297    2.596973E-04
   50      0.1265    116.8580    4.189423E-02
   51      0.0003    124.7460    1.013213E-04
   52      0.1040    133.6629    3.580675E-02
   53      0.0001    144.4104    3.508537E-05
   54      0.0900    159.7705    3.216705E-02
