 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   22      3.5182     21.6240    1.175196E+00
   23      0.0039     39.0225    1.360629E-03
   24      1.5953     51.8637    5.802509E-01
   25      0.0041     63.1581    1.552142E-03
   26      1.1405     73.8062    4.486922E-01
   27      0.0036     84.2837    1.469747E-03
   28      0.9951     94.9521    4.210358E-01
   29      0.0028    106.1938    1.226274E-03
   30      0.9873    118.5608    4.470503E-01
   31      0.0017    133.1520    7.949995E-04
   32      1.4609    153.6916    7.048736E-01
