 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   19     17.5346     11.2984    2.927854E+00
   20      0.0844     20.0460    1.481546E-02
   21      7.1037     26.3428    1.307802E+00
   22      0.0769     31.6977    1.481589E-02
   23      4.3239     36.5392    8.700866E-01
   24      0.0643     41.0614    1.348951E-02
   25      3.0507     45.3718    6.661295E-01
   26      0.0530     49.5383    1.202654E-02
   27      2.2432     53.6073    5.282259E-01
   28      0.0437     57.6132    1.066462E-02
   29      1.7263     61.5827    4.360711E-01
   30      0.0357     65.5383    9.323673E-03
   31      1.4063     69.4991    3.793215E-01
   32      0.0286     73.4831    7.959181E-03
   33      1.1465     77.5074    3.288803E-01
   34      0.0223     81.5892    6.587838E-03
   35      0.9622     85.7468    2.924911E-01
   36      0.0170     90.0000    5.313256E-03
   37      0.8471     94.3716    2.720100E-01
   38      0.0125     98.8883    4.120878E-03
   39      0.7774    103.5830    2.629424E-01
   40      0.0086    108.4973    2.982445E-03
   41      0.7396    113.6860    2.628234E-01
   42      0.0054    119.2256    1.965177E-03
   43      0.6591    125.2283    2.455045E-01
   44      0.0030    131.8729    1.143142E-03
   45      0.5375    139.4807    2.094155E-01
   46      0.0014    148.7545    5.574424E-04
   47      0.6382    162.1344    2.595789E-01
