 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   24      8.6207      9.9868    1.234179E+00
   25      0.2898     17.6290    4.318252E-02
   26      3.7206     23.0806    5.761404E-01
   27      0.2494     27.6746    4.007731E-02
   28      2.3784     31.7914    3.960948E-01
   29      0.1932     35.6028    3.330417E-02
   30      1.6777     39.2041    2.990085E-01
   31      0.1439     42.6544    2.648749E-02
   32      1.3102     45.9937    2.488229E-01
   33      0.1017     49.2509    1.990835E-02
   34      0.9751     52.4477    1.965793E-01
   35      0.0664     55.6011    1.377418E-02
   36      0.6359     58.7251    1.356286E-01
   37      0.0410     61.8316    8.984307E-03
   38      0.4436     64.9307    9.979797E-02
   39      0.0259     68.0320    5.978143E-03
   40      0.3458     71.1439    8.183695E-02
   41      0.0175     74.2748    4.243807E-03
   42      0.2720     77.4329    6.755030E-02
   43      0.0114     80.6265    2.897768E-03
   44      0.2114     83.8644    5.497110E-02
   45      0.0071     87.1556    1.887727E-03
   46      0.1568     90.5103    4.260577E-02
   47      0.0045     93.9399    1.249038E-03
   48      0.1259     97.4572    3.568099E-02
   49      0.0028    101.0774    8.099024E-04
   50      0.1098    104.8183    3.240135E-02
   51      0.0015    108.7021    4.514066E-04
   52      0.0780    112.7564    2.392893E-02
   53      0.0006    117.0168    1.875748E-04
   54      0.0408    121.5311    1.299350E-02
   55      0.0002    126.3662    6.486231E-05
   56      0.0198    131.6209    6.537069E-03
   57      0.0001    137.4534    3.359985E-05
   58      0.0113    144.1475    3.862814E-03
   59      0.0000    152.3254    0.000000E+00
   60      0.0080    164.1425    2.828230E-03
