 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   22      4.2011     17.9352    1.151341E+00
   23      0.0073     32.0912    2.089533E-03
   24      1.8360     42.3986    5.478949E-01
   25      0.0078     51.3024    2.422665E-03
   26      1.2628     59.5081    4.076045E-01
   27      0.0071     67.3505    2.378207E-03
   28      1.0219     75.0344    3.547413E-01
   29      0.0060     82.7122    2.155916E-03
   30      0.8638     90.5192    3.209014E-01
   31      0.0048     98.5983    1.841664E-03
   32      0.7658    107.1265    3.031498E-01
   33      0.0034    116.3587    1.387338E-03
   34      0.8271    126.7287    3.475647E-01
   35      0.0020    139.1648    8.648024E-04
   36      1.2845    156.8811    5.710649E-01
