 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   19     29.0133      6.5960    2.666802E+00
   20      1.3753     11.6500    1.328955E-01
   21     11.9142     15.2649    1.207431E+00
   22      1.0691     18.3157    1.133861E-01
   23      7.1404     21.0511    7.909508E-01
   24      0.8588     23.5828    9.917842E-02
   25      4.8162     25.9723    5.789003E-01
   26      0.6424     28.2573    8.024361E-02
   27      3.6216     30.4632    4.694531E-01
   28      0.4710     32.6076    6.327393E-02
   29      2.7740     34.7036    3.857336E-01
   30      0.3417     36.7613    4.912515E-02
   31      2.1930     38.7884    3.256179E-01
   32      0.2381     40.7913    3.647555E-02
   33      1.8158     42.7751    2.867292E-01
   34      0.1569     44.7442    2.551532E-02
   35      1.4352     46.7023    2.401595E-01
   36      0.0967     48.6526    1.663713E-02
   37      1.1153     50.5980    1.971433E-01
   38      0.0528     52.5411    9.581945E-03
   39      0.8831     54.4841    1.644243E-01
   40      0.0249     56.4293    4.753499E-03
   41      0.7004     58.3786    1.370103E-01
   42      0.0126     60.3340    2.524170E-03
   43      0.5448     62.2974    1.117083E-01
   44      0.0082     64.2705    1.720018E-03
   45      0.3629     66.2551    7.783186E-02
   46      0.0052     68.2530    1.139765E-03
   47      0.1877     70.2661    4.202589E-02
   48      0.0032     72.2962    7.315614E-04
   49      0.0918     74.3452    2.141938E-02
   50      0.0020     76.4150    4.760805E-04
   51      0.0545     78.5077    1.323009E-02
   52      0.0011     80.6257    2.722144E-04
   53      0.0293     82.7711    7.388911E-03
   54      0.0004     84.9467    1.027580E-04
   55      0.0110     87.1550    2.877695E-03
   56      0.0001     89.3992    2.663223E-05
   57      0.0033     91.6825    8.944186E-04
   58      0.0001     94.0087    2.757496E-05
   59      0.0012     96.3818    3.365559E-04
   60      0.0000     98.8064    0.000000E+00
   61      0.0004    101.2880    1.159562E-04
   62      0.0000    103.8324    0.000000E+00
   63      0.0001    106.4467    2.993180E-05
   64      0.0000    109.1392    0.000000E+00
   65      0.0000    111.9195    0.000000E+00
   66      0.0000    114.7994    0.000000E+00
   67      0.0000    117.7931    0.000000E+00
   68      0.0000    120.9185    0.000000E+00
   69      0.0000    124.1979    0.000000E+00
   70      0.0000    127.6610    0.000000E+00
   71      0.0000    131.3474    0.000000E+00
   72      0.0000    135.3127    0.000000E+00
   73      0.0000    139.6398    0.000000E+00
   74      0.0000    144.4609    0.000000E+00
   75      0.0000    150.0143    0.000000E+00
   76      0.0000    156.8209    0.000000E+00
   77      0.0000    166.6823    0.000000E+00
