 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   12     21.8051     12.0353    3.924083E+00
   13      0.0675     21.5871    1.311921E-02
   14      7.4028     28.5986    1.545376E+00
   15      0.0497     34.6717    1.109068E-02
   16      4.0607     40.2572    9.646171E-01
   17      0.0362     45.5591    9.120460E-03
   18      2.7023     50.6919    7.197396E-01
   19      0.0275     55.7294    7.720358E-03
   20      1.9328     60.7245    5.704412E-01
   21      0.0219     65.7190    6.778798E-03
   22      1.5621     70.7488    5.060128E-01
   23      0.0178     75.8474    6.022239E-03
   24      1.2806     81.0488    4.516996E-01
   25      0.0144     86.3892    5.286555E-03
   26      1.0945     91.9107    4.175724E-01
   27      0.0114     97.6642    4.513440E-03
   28      1.0213    103.7152    4.190524E-01
   29      0.0086    110.1531    3.652503E-03
   30      0.9852    117.1079    4.326078E-01
   31      0.0060    124.7859    2.721021E-03
   32      1.0232    133.5557    4.787558E-01
   33      0.0035    144.2243    1.688041E-03
   34      1.6971    159.5978    8.429400E-01
