 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   36      2.2663     14.6341    4.811904E-01
   37      0.0046     25.8739    1.003450E-03
   38      0.8992     33.8888    2.013834E-01
   39      0.0045     40.6543    1.033990E-03
   40      0.5476     46.7365    1.290105E-01
   41      0.0038     52.3945    9.173571E-04
   42      0.3669     57.7742    9.070753E-02
   43      0.0030     62.9698    7.591319E-04
   44      0.2490     68.0480    6.445640E-02
   45      0.0021     73.0602    5.558241E-04
   46      0.1893     78.0492    5.120475E-02
   47      0.0014     83.0534    3.868373E-04
   48      0.1643     88.1098    4.635387E-02
   49      0.0009     93.2566    2.591519E-04
   50      0.1259     98.5361    3.698485E-02
   51      0.0005    103.9981    1.497904E-04
   52      0.0728    109.7051    2.223297E-02
   53      0.0002    115.7409    6.224300E-05
   54      0.0348    122.2258    1.103272E-02
   55      0.0001    129.3491    3.228492E-05
   56      0.0185    137.4480    6.080326E-03
   57      0.0000    147.2582    0.000000E+00
   58      0.0147    161.3342    5.002417E-03
