 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   10     33.5666     12.3100    6.232668E+00
   11      0.0920     22.2059    1.870953E-02
   12     10.4517     29.5410    2.310331E+00
   13      0.0593     35.9508    1.415682E-02
   14      5.3737     41.8935    1.377903E+00
   15      0.0385     47.5768    1.055285E-02
   16      3.3048     53.1185    9.642873E-01
   17      0.0268     58.5959    8.293735E-03
   18      2.3519     64.0665    7.694278E-01
   19      0.0198     69.5780    6.827742E-03
   20      1.7644     75.1741    6.396291E-01
   21      0.0152     80.8986    5.779089E-03
   22      1.4886     86.7996    5.922947E-01
   23      0.0118     92.9335    4.903737E-03
   24      1.3030     99.3715    5.645310E-01
   25      0.0089    106.2092    4.013354E-03
   26      1.2047    113.5849    5.645496E-01
   27      0.0063    121.7170    3.063730E-03
   28      1.3175    130.9949    6.640072E-01
   29      0.0037    142.2708    1.930194E-03
   30      2.1361    158.5104    1.152123E+00
