 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   19     12.4234     16.2377    3.066517E+00
   20      0.0210     29.0276    5.449334E-03
   21      5.2620     38.3371    1.432055E+00
   22      0.0221     46.3636    6.294266E-03
   23      3.3597     53.7367    9.993984E-01
   24      0.0197     60.7496    6.109457E-03
   25      2.4546     67.5751    7.923028E-01
   26      0.0164     74.3339    5.501233E-03
   27      1.9248     81.1236    6.700213E-01
   28      0.0128     88.0350    4.617694E-03
   29      1.5995     95.1642    5.972781E-01
   30      0.0095    102.6266    3.667700E-03
   31      1.4729    110.5772    5.872920E-01
   32      0.0065    119.2504    2.674035E-03
   33      1.5143    129.0554    6.421360E-01
   34      0.0037    140.8779    1.615813E-03
   35      2.3561    157.7923    1.058747E+00
