 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    7    138.6558      4.2294    9.014021E+00
    8      6.2428      7.6740    4.599574E-01
    9     55.9619     10.2529    4.608242E+00
   10      3.6399     12.5147    3.312821E-01
   11     32.3839     14.6089    3.228094E+00
   12      2.5947     16.6004    2.811360E-01
   13     20.9218     18.5237    2.448229E+00
   14      1.9404     20.3996    2.438813E-01
   15     14.5593     22.2414    1.956102E+00
   16      1.4562     24.0582    2.082688E-01
   17     10.0844     25.8569    1.529704E+00
   18      1.1486     27.6422    1.841873E-01
   19      7.0788     29.4181    1.196502E+00
   20      0.8911     31.1876    1.583432E-01
   21      5.1681     32.9532    9.631382E-01
   22      0.6553     34.7171    1.278033E-01
   23      4.1435     36.4810    8.440233E-01
   24      0.4902     38.2464    1.041019E-01
   25      3.0828     40.0149    6.814042E-01
   26      0.3779     41.7876    8.680445E-02
   27      2.2490     43.5658    5.360946E-01
   28      0.2780     45.3505    6.867662E-02
   29      1.8489     47.1428    4.727752E-01
   30      0.1964     48.9437    5.192309E-02
   31      1.4811     50.7543    4.044028E-01
   32      0.1416     52.5755    3.989017E-02
   33      1.1511     54.4083    3.342544E-01
   34      0.1018     56.2539    3.044291E-02
   35      0.9346     58.1130    2.875897E-01
   36      0.0733     59.9870    2.319082E-02
   37      0.8038     61.8768    2.612754E-01
   38      0.0550     63.7836    1.835450E-02
   39      0.6963     65.7087    2.384036E-01
   40      0.0394     67.6532    1.383154E-02
   41      0.5216     69.6186    1.876311E-01
   42      0.0255     71.6063    9.393952E-03
   43      0.3284     73.6179    1.238259E-01
   44      0.0161     75.6549    6.210193E-03
   45      0.2132     77.7193    8.408487E-02
   46      0.0101     79.8130    4.070929E-03
   47      0.1434     81.9381    5.904213E-02
   48      0.0061     84.0970    2.564430E-03
   49      0.0812     86.2923    3.484019E-02
   50      0.0037     88.5267    1.619617E-03
   51      0.0471     90.8036    2.102555E-02
   52      0.0020     93.1264    9.101407E-04
   53      0.0327     95.4992    1.516424E-02
   54      0.0009     97.9266    4.251657E-04
   55      0.0179    100.4138    8.611231E-03
   56      0.0003    102.9669    1.469227E-04
   57      0.0064    105.5927    3.189827E-03
   58      0.0001    108.2996    5.070784E-05
   59      0.0020    111.0974    1.031493E-03
   60      0.0000    113.9978    0.000000E+00
   61      0.0008    117.0153    4.264659E-04
   62      0.0000    120.1678    0.000000E+00
   63      0.0003    123.4781    1.651255E-04
   64      0.0000    126.9762    0.000000E+00
   65      0.0001    130.7020    5.677544E-05
   66      0.0000    134.7123    0.000000E+00
   67      0.0000    139.0908    0.000000E+00
   68      0.0000    143.9720    0.000000E+00
   69      0.0000    149.5972    0.000000E+00
   70      0.0000    156.4953    0.000000E+00
   71      0.0000    166.4939    0.000000E+00
