 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   19     11.5402     17.5919    3.101582E+00
   20      0.0166     31.5305    4.690264E-03
   21      4.9372     41.7164    1.463034E+00
   22      0.0172     50.5437    5.333918E-03
   23      3.1892     58.7022    1.032963E+00
   24      0.0151     66.5192    5.098922E-03
   25      2.3684     74.1957    8.323971E-01
   26      0.0122     81.8816    4.455958E-03
   27      1.9140     89.7110    7.254542E-01
   28      0.0093     97.8266    3.653113E-03
   29      1.6698    106.4059    6.789250E-01
   30      0.0064    115.7056    2.690389E-03
   31      1.7067    126.1639    7.409742E-01
   32      0.0037    138.7197    1.657374E-03
   33      2.6338    156.6251    1.216082E+00
