 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   27      5.4180     17.0239    1.393560E+00
   28      0.0119     30.3199    3.172093E-03
   29      2.3471     39.9203    6.476013E-01
   30      0.0119     48.1382    3.394696E-03
   31      1.6010     55.6384    4.716892E-01
   32      0.0105     62.7309    3.191734E-03
   33      1.2009     69.5978    3.762753E-01
   34      0.0086     76.3656    2.775055E-03
   35      0.9726     83.1354    3.229362E-01
   36      0.0066     90.0000    2.253154E-03
   37      0.8566     97.0562    3.004439E-01
   38      0.0047    104.4187    1.692438E-03
   39      0.8191    112.2401    3.026134E-01
   40      0.0031    120.7499    1.174278E-03
   41      0.8822    130.3470    3.424280E-01
   42      0.0015    141.8929    5.962581E-04
   43      1.2802    158.3760    5.208602E-01
