 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    9     87.9040      5.9953    7.985908E+00
   10      1.4795     10.7831    1.485581E-01
   11     33.4466     14.3185    3.678255E+00
   12      0.8809     17.3865    1.053001E-01
   13     19.3073     20.2044    2.492570E+00
   14      0.6674     22.8679    9.254357E-02
   15     13.0715     25.4286    1.937533E+00
   16      0.5051     27.9177    7.969909E-02
   17      9.0779     30.3561    1.519202E+00
   18      0.3782     32.7580    6.690912E-02
   19      6.4958     35.1342    1.211321E+00
   20      0.2910     37.4927    5.704780E-02
   21      4.8062     39.8400    9.881715E-01
   22      0.2281     42.1814    4.907947E-02
   23      3.5741     44.5212    8.032054E-01
   24      0.1824     46.8634    4.273493E-02
   25      2.7619     49.2114    6.735040E-01
   26      0.1465     51.5683    3.712578E-02
   27      2.1227     53.9370    5.582302E-01
   28      0.1170     56.3204    3.188767E-02
   29      1.6945     58.7212    4.780305E-01
   30      0.0926     61.1420    2.700865E-02
   31      1.3956     63.5858    4.204008E-01
   32      0.0725     66.0552    2.253271E-02
   33      1.1326     68.5533    3.628385E-01
   34      0.0562     71.0830    1.854161E-02
   35      0.9439     73.6479    3.204397E-01
   36      0.0430     76.2513    1.500906E-02
   37      0.8113     78.8973    2.909409E-01
   38      0.0322     81.5901    1.185519E-02
   39      0.7194     84.3344    2.717438E-01
   40      0.0230     87.1357    8.907891E-03
   41      0.6304     90.0000    2.501822E-01
   42      0.0152     92.9342    6.177668E-03
   43      0.4727     95.9463    1.966378E-01
   44      0.0096     99.0458    4.085294E-03
   45      0.3022    102.2436    1.314916E-01
   46      0.0060    105.5532    2.668064E-03
   47      0.2068    108.9908    9.393689E-02
   48      0.0037    112.5766    1.716072E-03
   49      0.1530    116.3363    7.242503E-02
   50      0.0021    120.3033    1.014151E-03
   51      0.1003    124.5229    4.939696E-02
   52      0.0011    129.0585    5.522606E-04
   53      0.0687    134.0040    3.514816E-02
   54      0.0005    139.5104    2.605905E-04
   55      0.0579    145.8486    3.073007E-02
   56      0.0001    153.6125    5.403069E-05
   57      0.0573    164.8576    3.150754E-02
