 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    8    136.3534      4.3446    8.382180E+00
    9     16.9227      7.8405    1.162694E+00
   10     42.9203     10.4362    3.259298E+00
   11      6.4032     12.6976    5.325581E-01
   12     20.2108     14.7805    1.827114E+00
   13      3.8689     16.7527    3.777403E-01
   14     11.9793     18.6507    1.256237E+00
   15      2.4420     20.4963    2.737470E-01
   16      8.0447     22.3039    9.599882E-01
   17      1.5751     24.0833    1.993509E-01
   18      5.4899     25.8414    7.345278E-01
   19      1.0856     27.5838    1.531005E-01
   20      3.9191     29.3144    5.810484E-01
   21      0.8959     31.0366    1.393061E-01
   22      2.7869     32.7530    4.534986E-01
   23      0.8257     34.4658    1.403338E-01
   24      2.2868     36.1770    4.051971E-01
   25      0.6749     37.8881    1.244663E-01
   26      2.1328     39.6006    4.087597E-01
   27      0.4519     41.3158    8.987670E-02
   28      1.6549     43.0349    3.411055E-01
   29      0.2685     44.7590    5.728467E-02
   30      1.1643     46.4891    2.568247E-01
   31      0.1632     48.2263    3.717944E-02
   32      0.9304     49.9715    2.186881E-01
   33      0.1084     51.7257    2.626311E-02
   34      0.7086     53.4898    1.768041E-01
   35      0.0779     55.2647    2.000036E-02
   36      0.5165     57.0514    1.363438E-01
   37      0.0602     58.8508    1.632675E-02
   38      0.4095     60.6640    1.140215E-01
   39      0.0474     62.4920    1.354090E-02
   40      0.3429     64.3358    1.004372E-01
   41      0.0353     66.1966    1.059485E-02
   42      0.2769     68.0756    8.511066E-02
   43      0.0246     69.9739    7.739207E-03
   44      0.1972     71.8930    6.346569E-02
   45      0.0170     73.8342    5.594128E-03
   46      0.1437     75.7990    4.832611E-02
   47      0.0112     77.7890    3.847545E-03
   48      0.1232     79.8061    4.321401E-02
   49      0.0063     81.8522    2.255370E-03
   50      0.0906     83.9293    3.308961E-02
   51      0.0029     86.0397    1.080133E-03
   52      0.0465     88.1860    1.765568E-02
   53      0.0012     90.3710    4.643090E-04
   54      0.0194     92.5978    7.646634E-03
   55      0.0005     94.8698    2.006943E-04
   56      0.0088     97.1912    3.595864E-03
   57      0.0002     99.5662    8.317062E-05
   58      0.0036    102.0002    1.523107E-03
   59      0.0000    104.4989    0.000000E+00
   60      0.0010    107.0692    4.375498E-04
   61      0.0000    109.7192    0.000000E+00
   62      0.0002    112.4586    9.040285E-05
   63      0.0000    115.2989    0.000000E+00
   64      0.0000    118.2541    0.000000E+00
   65      0.0000    121.3420    0.000000E+00
   66      0.0000    124.5850    0.000000E+00
   67      0.0000    128.0122    0.000000E+00
   68      0.0000    131.6632    0.000000E+00
   69      0.0000    135.5933    0.000000E+00
   70      0.0000    139.8849    0.000000E+00
   71      0.0000    144.6696    0.000000E+00
   72      0.0000    150.1843    0.000000E+00
   73      0.0000    156.9477    0.000000E+00
   74      0.0000    166.7515    0.000000E+00
