 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   15     31.4054      9.2867    4.319944E+00
   16      0.3343     16.5148    4.895110E-02
   17     12.5146     21.7452    1.943556E+00
   18      0.2305     26.2107    3.784293E-02
   19      7.6447     30.2596    1.322931E+00
   20      0.1738     34.0481    3.161883E-02
   21      5.2337     37.6623    9.985950E-01
   22      0.1382     41.1557    2.759515E-02
   23      3.7111     44.5643    7.739495E-01
   24      0.1091     47.9142    2.372100E-02
   25      2.7733     51.2250    6.275945E-01
   26      0.0832     54.5125    1.956642E-02
   27      2.1099     57.7897    5.149164E-01
   28      0.0633     61.0680    1.600998E-02
   29      1.6713     64.3575    4.375408E-01
   30      0.0496     67.6675    1.342529E-02
   31      1.3845     71.0074    3.870309E-01
   32      0.0390     74.3861    1.124838E-02
   33      1.1375     77.8132    3.381725E-01
   34      0.0303     81.2984    9.276921E-03
   35      0.9573     84.8526    3.015911E-01
   36      0.0231     88.4879    7.482504E-03
   37      0.8399     92.2180    2.795123E-01
   38      0.0171     96.0589    5.842503E-03
   39      0.7627    100.0296    2.673579E-01
   40      0.0120    104.1537    4.312989E-03
   41      0.7099    108.4605    2.614492E-01
   42      0.0077    112.9878    2.904168E-03
   43      0.6037    117.7866    2.330519E-01
   44      0.0045    122.9279    1.777111E-03
   45      0.4434    128.5169    1.790396E-01
   46      0.0025    134.7220    1.031656E-03
   47      0.3529    141.8455    1.487604E-01
   48      0.0011    150.5504    4.734526E-04
   49      0.4758    163.1343    2.090123E-01
