 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    9     61.8197      8.8062    8.418643E+00
   10      0.2256     15.8753    3.395627E-02
   11     24.4267     21.1130    4.026746E+00
   12      0.1998     25.6773    3.580116E-02
   13     14.5047     29.8892    2.806946E+00
   14      0.1649     33.8912    3.427522E-02
   15      9.6391     37.7612    2.141706E+00
   16      0.1335     41.5475    3.157598E-02
   17      6.8128     45.2829    1.709052E+00
   18      0.1083     48.9914    2.872049E-02
   19      4.9795     52.6917    1.391913E+00
   20      0.0880     56.3995    2.585998E-02
   21      3.7814     60.1284    1.165421E+00
   22      0.0707     63.8908    2.280308E-02
   23      2.9142     67.6989    9.817000E-01
   24      0.0557     71.5651    1.956198E-02
   25      2.3289     75.5020    8.513000E-01
   26      0.0435     79.5236    1.652444E-02
   27      1.9031     83.6455    7.502153E-01
   28      0.0335     87.8857    1.368615E-02
   29      1.5861     92.2654    6.707245E-01
   30      0.0254     96.8105    1.110517E-02
   31      1.4023    101.5532    6.332032E-01
   32      0.0188    106.5352    8.758562E-03
   33      1.2708    111.8123    6.102582E-01
   34      0.0133    117.4623    6.577522E-03
   35      1.2132    123.6005    6.173797E-01
   36      0.0087    130.4111    4.552015E-03
   37      1.3298    138.2253    7.148406E-01
   38      0.0047    147.7695    2.593882E-03
   39      2.2253    161.5651    1.260019E+00
