 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    9    118.6311      3.8378    7.133509E+00
   10     11.7655      6.8945    7.819531E-01
   11     62.4052      9.1479    4.542549E+00
   12      4.5127     11.0994    3.570487E-01
   13     40.9920     12.8877    3.502788E+00
   14      3.5991     14.5737    3.303261E-01
   15     30.6212     16.1901    3.004242E+00
   16      2.7712     17.7568    2.894229E-01
   17     22.6826     19.2865    2.512534E+00
   18      1.8484     20.7882    2.164456E-01
   19     16.2340     22.2682    2.003739E+00
   20      1.2299     23.7313    1.595896E-01
   21     11.9191     25.1813    1.622045E+00
   22      0.7940     26.6209    1.130795E-01
   23      8.9454     28.0526    1.330604E+00
   24      0.5216     29.4781    8.088811E-02
   25      7.0255     30.8993    1.133962E+00
   26      0.3490     32.3173    5.853995E-02
   27      5.5951     33.7334    9.739162E-01
   28      0.2309     35.1485    4.165334E-02
   29      4.5138     36.5637    8.428404E-01
   30      0.1515     37.9797    2.924782E-02
   31      3.7272     39.3973    7.431462E-01
   32      0.0987     40.8172    2.030400E-02
   33      3.2003     42.2399    6.786042E-01
   34      0.0671     43.6662    1.465287E-02
   35      2.7937     45.0966    6.277535E-01
   36      0.0491     46.5316    1.134372E-02
   37      2.1614     47.9719    5.130355E-01
   38      0.0362     49.4178    8.821660E-03
   39      1.4046     50.8700    3.511808E-01
   40      0.0260     52.3290    6.665142E-03
   41      0.8199     53.7953    2.153724E-01
   42      0.0175     55.2693    4.707692E-03
   43      0.4109     56.7517    1.131375E-01
   44      0.0108     58.2430    3.042039E-03
   45      0.1534     59.7438    4.417919E-02
   46      0.0067     61.2545    1.972009E-03
   47      0.0605     62.7759    1.818989E-02
   48      0.0043     64.3085    1.320053E-03
   49      0.0442     65.8529    1.384868E-02
   50      0.0022     67.4098    7.032263E-04
   51      0.0268     68.9800    8.736210E-03
   52      0.0009     70.5641    2.990769E-04
   53      0.0094     72.1629    3.183191E-03
   54      0.0003     73.7773    1.034901E-04
   55      0.0025     75.4080    8.782416E-04
   56      0.0001     77.0561    3.576263E-05
   57      0.0010     78.7225    3.639560E-04
   58      0.0000     80.4083    0.000000E+00
   59      0.0004     82.1146    1.506461E-04
   60      0.0000     83.8427    0.000000E+00
   61      0.0001     85.5938    3.892747E-05
   62      0.0000     87.3694    0.000000E+00
   63      0.0000     89.1710    0.000000E+00
   64      0.0000     91.0005    0.000000E+00
   65      0.0000     92.8596    0.000000E+00
   66      0.0000     94.7503    0.000000E+00
   67      0.0000     96.6751    0.000000E+00
   68      0.0000     98.6363    0.000000E+00
   69      0.0000    100.6369    0.000000E+00
   70      0.0000    102.6801    0.000000E+00
   71      0.0000    104.7693    0.000000E+00
   72      0.0000    106.9086    0.000000E+00
   73      0.0000    109.1028    0.000000E+00
   74      0.0000    111.3572    0.000000E+00
   75      0.0000    113.6781    0.000000E+00
   76      0.0000    116.0728    0.000000E+00
   77      0.0000    118.5500    0.000000E+00
   78      0.0000    121.1204    0.000000E+00
   79      0.0000    123.7968    0.000000E+00
   80      0.0000    126.5954    0.000000E+00
   81      0.0000    129.5365    0.000000E+00
   82      0.0000    132.6468    0.000000E+00
   83      0.0000    135.9624    0.000000E+00
   84      0.0000    139.5339    0.000000E+00
   85      0.0000    143.4363    0.000000E+00
   86      0.0000    147.7898    0.000000E+00
   87      0.0000    152.8106    0.000000E+00
   88      0.0000    158.9715    0.000000E+00
   89      0.0000    167.9052    0.000000E+00
