 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   17     30.1391      7.1675    3.002685E+00
   18      2.2383     12.6902    2.357390E-01
   19     12.2091     16.6574    1.355376E+00
   20      1.2641     20.0194    1.475288E-01
   21      7.4215     23.0455    9.083885E-01
   22      0.8322     25.8565    1.065987E-01
   23      5.2617     28.5187    7.039397E-01
   24      0.5982     31.0730    8.343610E-02
   25      3.6388     33.5467    5.282504E-01
   26      0.4610     35.9589    6.954858E-02
   27      2.5538     38.3238    3.998168E-01
   28      0.3643     40.6524    5.910790E-02
   29      2.0937     42.9533    3.516235E-01
   30      0.2785     45.2334    4.835780E-02
   31      1.6944     47.4985    3.038561E-01
   32      0.2034     49.7537    3.763360E-02
   33      1.3101     52.0033    2.498565E-01
   34      0.1459     54.2510    2.865602E-02
   35      1.0302     56.5003    2.082051E-01
   36      0.1042     58.7545    2.165220E-02
   37      0.8088     61.0166    1.726688E-01
   38      0.0693     63.2895    1.518922E-02
   39      0.6557     65.5759    1.474497E-01
   40      0.0394     67.8787    9.084326E-03
   41      0.5166     70.2006    1.220517E-01
   42      0.0202     72.5446    4.887444E-03
   43      0.3549     74.9136    8.788945E-02
   44      0.0117     77.3106    2.964063E-03
   45      0.2342     79.7390    6.066522E-02
   46      0.0076     82.2023    2.011908E-03
   47      0.1564     84.7043    4.229333E-02
   48      0.0047     87.2491    1.297720E-03
   49      0.0903     89.8414    2.544687E-02
   50      0.0028     92.4862    8.049908E-04
   51      0.0513     95.1895    1.504063E-02
   52      0.0015     97.9578    4.483241E-04
   53      0.0353    100.7988    1.075152E-02
   54      0.0007    103.7214    2.171881E-04
   55      0.0206    106.7361    6.508811E-03
   56      0.0002    109.8556    6.433094E-05
   57      0.0080    113.0952    2.618782E-03
   58      0.0001    116.4740    3.330407E-05
   59      0.0025    120.0163    8.468343E-04
   60      0.0000    123.7537    0.000000E+00
   61      0.0010    127.7288    3.501197E-04
   62      0.0000    132.0014    0.000000E+00
   63      0.0004    136.6601    1.446023E-04
   64      0.0000    141.8471    0.000000E+00
   65      0.0001    147.8177    3.728918E-05
   66      0.0000    155.1312    0.000000E+00
   67      0.0000    165.7222    0.000000E+00
