 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   20      7.1901     12.6658    1.351655E+00
   21      0.0662     22.4931    1.305189E-02
   22      2.9603     29.5737    6.107948E-01
   23      0.0431     35.6045    9.288000E-03
   24      1.8481     41.0686    4.152108E-01
   25      0.0304     46.1853    7.108711E-03
   26      1.3695     51.0774    3.328013E-01
   27      0.0234     55.8233    5.901000E-03
   28      1.1065     60.4778    2.891834E-01
   29      0.0186     65.0827    5.031669E-03
   30      0.8940     69.6719    2.500428E-01
   31      0.0152     74.2751    4.390674E-03
   32      0.7325     78.9202    2.183072E-01
   33      0.0123     83.6345    3.778566E-03
   34      0.6590     88.4470    2.084882E-01
   35      0.0095     93.3899    3.092638E-03
   36      0.5530     98.5011    1.850952E-01
   37      0.0071    103.8269    2.441556E-03
   38      0.4215    109.4275    1.488111E-01
   39      0.0051    115.3852    1.847329E-03
   40      0.3717    121.8201    1.380463E-01
   41      0.0034    128.9226    1.293910E-03
   42      0.4044    137.0332    1.576076E-01
   43      0.0018    146.8973    7.180238E-04
   44      0.6528    161.1026    2.663896E-01
