 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   23     14.9236      9.5246    1.997491E+00
   24      0.4327     16.8150    6.038045E-02
   25      5.9102     22.0181    8.583921E-01
   26      0.3242     26.4040    4.893305E-02
   27      3.3008     30.3348    5.170056E-01
   28      0.2534     33.9742    4.113342E-02
   29      2.3149     37.4124    3.889534E-01
   30      0.1931     40.7057    3.354482E-02
   31      1.7935     43.8919    3.217772E-01
   32      0.1410     46.9982    2.610032E-02
   33      1.3699     50.0450    2.613828E-01
   34      0.0998     53.0481    1.961070E-02
   35      1.0667     56.0206    2.156821E-01
   36      0.0685     58.9732    1.424055E-02
   37      0.8422     61.9153    1.798829E-01
   38      0.0436     64.8553    9.560720E-03
   39      0.7066     67.8008    1.589696E-01
   40      0.0244     70.7590    5.628442E-03
   41      0.5908     73.7367    1.396471E-01
   42      0.0130     76.7411    3.146847E-03
   43      0.4154     79.7790    1.029198E-01
   44      0.0080     82.8578    2.027652E-03
   45      0.2602     85.9853    6.743138E-02
   46      0.0053     89.1700    1.403693E-03
   47      0.1725     92.4214    4.666874E-02
   48      0.0032     95.7502    8.839650E-04
   49      0.1078     99.1686    3.039256E-02
   50      0.0018    102.6911    5.177347E-04
   51      0.0621    106.3353    1.821555E-02
   52      0.0010    110.1225    2.990217E-04
   53      0.0425    114.0796    1.295049E-02
   54      0.0005    118.2416    1.552065E-04
   55      0.0283    122.6551    8.945874E-03
   56      0.0002    127.3859    6.436086E-05
   57      0.0135    132.5307    4.421249E-03
   58      0.0000    138.2449    0.000000E+00
   59      0.0051    144.8073    1.728345E-03
   60      0.0000    152.8287    0.000000E+00
   61      0.0032    164.4249    1.120904E-03
