 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   14     27.1647      7.7494    2.938877E+00
   15      1.5478     13.7824    1.790008E-01
   16      9.1100     18.1514    1.121530E+00
   17      0.7823     21.8817    1.021456E-01
   18      4.9931     25.2624    6.892082E-01
   19      0.3882     28.4227    5.648051E-02
   20      3.2750     31.4334    5.009260E-01
   21      0.1850     34.3382    2.967691E-02
   22      2.2685     37.1660    3.808288E-01
   23      0.1041     39.9377    1.825270E-02
   24      1.6867     42.6686    3.083276E-01
   25      0.0766     45.3705    1.457395E-02
   26      1.3787     48.0530    2.725989E-01
   27      0.0629     50.7242    1.290600E-02
   28      1.1403     53.3907    2.424781E-01
   29      0.0530     56.0585    1.166558E-02
   30      0.9126     58.7331    2.076772E-01
   31      0.0454     61.4194    1.067026E-02
   32      0.7666     64.1222    1.858920E-01
   33      0.0378     66.8462    9.448113E-03
   34      0.6685     69.5959    1.720794E-01
   35      0.0298     72.3762    7.893199E-03
   36      0.5081     75.1920    1.383727E-01
   37      0.0234     78.0484    6.547200E-03
   38      0.3733     80.9509    1.072327E-01
   39      0.0184     83.9057    5.422797E-03
   40      0.3109     86.9196    9.394728E-02
   41      0.0140     90.0000    4.334955E-03
   42      0.2751     93.1556    8.723444E-02
   43      0.0103     96.3964    3.342989E-03
   44      0.2357     99.7341    7.825787E-02
   45      0.0072    103.1827    2.444288E-03
   46      0.1817    106.7591    6.304002E-02
   47      0.0047    110.4842    1.665712E-03
   48      0.1379    114.3847    4.990160E-02
   49      0.0029    118.4951    1.071055E-03
   50      0.1264    122.8620    4.762631E-02
   51      0.0015    127.5506    5.763774E-04
   52      0.1159    132.6577    4.539951E-02
   53      0.0006    138.3383    2.395044E-04
   54      0.0853    144.8710    3.468598E-02
   55      0.0002    152.8664    8.281928E-05
   56      0.0720    164.4386    3.035215E-02
