 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   12     59.9962      4.4993    3.835740E+00
   13      4.2824      8.0152    2.956898E-01
   14     23.8048     10.5707    1.765420E+00
   15      2.4882     12.7575    1.972570E-01
   16     14.9088     14.7417    1.258178E+00
   17      1.8196     16.5969    1.628656E-01
   18     10.0188     18.3632    9.479880E-01
   19      1.1163     20.0649    1.113348E-01
   20      7.1285     21.7179    7.474247E-01
   21      0.7257     23.3336    7.980149E-02
   22      5.5645     24.9200    6.403598E-01
   23      0.4941     26.4831    5.938792E-02
   24      4.5101     28.0277    5.651551E-01
   25      0.3565     29.5576    4.649595E-02
   26      3.6247     31.0758    4.912848E-01
   27      0.2665     32.5847    3.748395E-02
   28      2.9340     34.0864    4.276814E-01
   29      0.2108     35.5828    3.180592E-02
   30      2.3487     37.0754    3.663893E-01
   31      0.1729     38.5654    2.785614E-02
   32      1.7678     40.0542    2.938542E-01
   33      0.1400     41.5428    2.398768E-02
   34      1.3194     43.0322    2.328150E-01
   35      0.1127     44.5232    2.046292E-02
   36      1.0984     46.0168    2.050543E-01
   37      0.0921     47.5136    1.766470E-02
   38      0.9702     49.0146    1.910458E-01
   39      0.0746     50.5202    1.507132E-02
   40      0.7862     52.0314    1.628559E-01
   41      0.0579     53.5487    1.228972E-02
   42      0.6068     55.0729    1.319016E-01
   43      0.0414     56.6046    9.210962E-03
   44      0.4651     58.1444    1.058575E-01
   45      0.0254     59.6931    5.910994E-03
   46      0.2976     61.2513    7.077849E-02
   47      0.0125     62.8197    3.036820E-03
   48      0.1361     64.3990    3.376100E-02
   49      0.0052     65.9901    1.316509E-03
   50      0.0478     67.5935    1.234624E-02
   51      0.0021     69.2102    5.531487E-04
   52      0.0188     70.8410    5.048154E-03
   53      0.0008     72.4867    2.189068E-04
   54      0.0084     74.1482    2.341484E-03
   55      0.0003     75.8266    8.515882E-05
   56      0.0027     77.5228    7.802389E-04
   57      0.0001     79.2380    2.940920E-05
   58      0.0005     80.9734    1.496033E-04
   59      0.0000     82.7301    0.000000E+00
   60      0.0001     84.5096    3.094360E-05
   61      0.0000     86.3133    0.000000E+00
   62      0.0000     88.1429    0.000000E+00
   63      0.0000     90.0000    0.000000E+00
   64      0.0000     91.8866    0.000000E+00
   65      0.0000     93.8048    0.000000E+00
   66      0.0000     95.7570    0.000000E+00
   67      0.0000     97.7456    0.000000E+00
   68      0.0000     99.7735    0.000000E+00
   69      0.0000    101.8440    0.000000E+00
   70      0.0000    103.9607    0.000000E+00
   71      0.0000    106.1277    0.000000E+00
   72      0.0000    108.3497    0.000000E+00
   73      0.0000    110.6322    0.000000E+00
   74      0.0000    112.9815    0.000000E+00
   75      0.0000    115.4050    0.000000E+00
   76      0.0000    117.9116    0.000000E+00
   77      0.0000    120.5120    0.000000E+00
   78      0.0000    123.2191    0.000000E+00
   79      0.0000    126.0492    0.000000E+00
   80      0.0000    129.0230    0.000000E+00
   81      0.0000    132.1674    0.000000E+00
   82      0.0000    135.5188    0.000000E+00
   83      0.0000    139.1283    0.000000E+00
   84      0.0000    143.0716    0.000000E+00
   85      0.0000    147.4701    0.000000E+00
   86      0.0000    152.5421    0.000000E+00
   87      0.0000    158.7651    0.000000E+00
   88      0.0000    167.7878    0.000000E+00
