 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   36      1.9163     13.8979    3.921945E-01
   37      0.0061     24.5440    1.282644E-03
   38      0.8249     32.1230    1.780767E-01
   39      0.0063     38.5078    1.395349E-03
   40      0.5513     44.2347    1.251953E-01
   41      0.0052     49.5487    1.210031E-03
   42      0.3989     54.5872    9.506006E-02
   43      0.0039     59.4377    9.512594E-04
   44      0.2947     64.1615    7.353350E-02
   45      0.0027     68.8048    6.888430E-04
   46      0.2436     73.4050    6.351486E-02
   47      0.0019     77.9941    5.060487E-04
   48      0.2079     82.6015    5.653812E-02
   49      0.0012     87.2559    3.330670E-04
   50      0.1447     91.9868    4.097368E-02
   51      0.0006     96.8266    1.732621E-04
   52      0.0749    101.8126    2.204886E-02
   53      0.0003    106.9902    8.999537E-05
   54      0.0325    112.4177    9.931732E-03
   55      0.0001    118.1743    3.111989E-05
   56      0.0153    124.3749    4.847134E-03
   57      0.0000    131.2013    0.000000E+00
   58      0.0078    138.9781    2.558560E-03
   59      0.0000    148.4147    0.000000E+00
   60      0.0043    161.9737    1.458710E-03
