# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.583000
0.200000	0.040000	1.165888
0.300000	0.090000	1.748551
0.400000	0.160000	2.330877
0.500000	0.250000	2.912754
0.600000	0.360000	3.494071
0.700000	0.490000	4.074715
0.800000	0.640000	4.654575
0.900000	0.810000	5.233539
1.000000	1.000000	5.811496
1.100000	1.210000	6.388336
1.200000	1.440000	6.963948
1.300000	1.690000	7.538221
1.400000	1.960000	8.111047
1.500000	2.250000	8.682316
1.600000	2.560000	9.251918
1.700000	2.890000	9.819746
1.800000	3.240000	10.385692
1.900000	3.610000	10.949648
2.000000	4.000000	11.511508
2.100000	4.410000	12.071166
2.200000	4.840000	12.628515
2.300000	5.290000	13.183453
2.400000	5.760000	13.735873
2.500000	6.250000	14.285674
2.600000	6.760000	14.832752
2.700000	7.290000	15.377006
2.800000	7.840000	15.918335
2.900000	8.410000	16.456638
3.000000	9.000000	16.991818
3.100000	9.610000	17.523774
3.200000	10.240000	18.052410
3.300000	10.890000	18.577630
3.400000	11.560000	19.099339
3.500000	12.250000	19.617441
3.600000	12.960000	20.131843
3.700000	13.690000	20.642455
3.800000	14.440000	21.149183
3.900000	15.210000	21.651939
4.000000	16.000000	22.150634
4.100000	16.810000	22.645179
4.200000	17.640000	23.135489
4.300000	18.490000	23.621479
4.400000	19.360000	24.103064
4.500000	20.250000	24.580161
4.600000	21.160000	25.052691
4.700000	22.090000	25.520571
4.800000	23.040000	25.983725
4.900000	24.010000	26.442074
5.000000	25.000000	26.895543
5.100000	26.010000	27.344057
5.200000	27.040000	27.787543
5.300000	28.090000	28.225930
5.400000	29.160000	28.659147
5.500000	30.250000	29.087126
5.600000	31.360000	29.509800
5.700000	32.490000	29.927103
5.800000	33.640000	30.338971
5.900000	34.810000	30.745342
6.000000	36.000000	31.146155
6.100000	37.210000	31.541350
6.200000	38.440000	31.930870
6.300000	39.690000	32.314659
6.400000	40.960000	32.692663
6.500000	42.250000	33.064829
6.600000	43.560000	33.431105
6.700000	44.890000	33.791443
6.800000	46.240000	34.145794
