# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.533633
0.200000	0.040000	1.066731
0.300000	0.090000	1.598758
0.400000	0.160000	2.129181
0.500000	0.250000	2.657470
0.600000	0.360000	3.183098
0.700000	0.490000	3.705542
0.800000	0.640000	4.224286
0.900000	0.810000	4.738819
1.000000	1.000000	5.248636
1.100000	1.210000	5.753243
1.200000	1.440000	6.252151
1.300000	1.690000	6.744884
1.400000	1.960000	7.230973
1.500000	2.250000	7.709963
1.600000	2.560000	8.181409
1.700000	2.890000	8.644880
1.800000	3.240000	9.099955
1.900000	3.610000	9.546232
2.000000	4.000000	9.983319
2.100000	4.410000	10.410843
2.200000	4.840000	10.828443
2.300000	5.290000	11.235777
2.400000	5.760000	11.632520
2.500000	6.250000	12.018363
2.600000	6.760000	12.393015
2.700000	7.290000	12.756205
2.800000	7.840000	13.107680
2.900000	8.410000	13.447205
3.000000	9.000000	13.774565
3.100000	9.610000	14.089566
3.200000	10.240000	14.392032
3.300000	10.890000	14.681809
3.400000	11.560000	14.958763
3.500000	12.250000	15.222780
3.600000	12.960000	15.473766
3.700000	13.690000	15.711651
3.800000	14.440000	15.936382
3.900000	15.210000	16.147929
4.000000	16.000000	16.346283
4.100000	16.810000	16.531454
4.200000	17.640000	16.703473
4.300000	18.490000	16.862393
4.400000	19.360000	17.008287
4.500000	20.250000	17.141246
4.600000	21.160000	17.261382
4.700000	22.090000	17.368828
4.800000	23.040000	17.463733
4.900000	24.010000	17.546268
5.000000	25.000000	17.616619
5.100000	26.010000	17.674994
5.200000	27.040000	17.721615
5.300000	28.090000	17.756723
5.400000	29.160000	17.780574
5.500000	30.250000	17.793441
5.600000	31.360000	17.795613
5.700000	32.490000	17.787392
5.800000	33.640000	17.769095
5.900000	34.810000	17.741053
6.000000	36.000000	17.703608
6.100000	37.210000	17.657117
6.200000	38.440000	17.601945
6.300000	39.690000	17.538471
6.400000	40.960000	17.467082
6.500000	42.250000	17.388173
6.600000	43.560000	17.302150
6.700000	44.890000	17.209426
6.800000	46.240000	17.110419
6.900000	47.610000	17.005553
7.000000	49.000000	16.895261
7.100000	50.410000	16.779975
7.200000	51.840000	16.660135
7.300000	53.290000	16.536180
7.400000	54.760000	16.408553
7.500000	56.250000	16.277698
7.600000	57.760000	16.144058
7.700000	59.290000	16.008077
