# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.087182
0.200000	0.040000	0.173953
0.300000	0.090000	0.259903
0.400000	0.160000	0.344628
0.500000	0.250000	0.427736
0.600000	0.360000	0.508844
0.700000	0.490000	0.587583
0.800000	0.640000	0.663605
0.900000	0.810000	0.736578
1.000000	1.000000	0.806193
1.100000	1.210000	0.872166
1.200000	1.440000	0.934240
1.300000	1.690000	0.992184
1.400000	1.960000	1.045797
1.500000	2.250000	1.094909
1.600000	2.560000	1.139384
1.700000	2.890000	1.179115
1.800000	3.240000	1.214031
1.900000	3.610000	1.244092
2.000000	4.000000	1.269295
2.100000	4.410000	1.289666
2.200000	4.840000	1.305267
2.300000	5.290000	1.316189
2.400000	5.760000	1.322558
2.500000	6.250000	1.324524
2.600000	6.760000	1.322270
2.700000	7.290000	1.316003
2.800000	7.840000	1.305955
2.900000	8.410000	1.292379
3.000000	9.000000	1.275550
3.100000	9.610000	1.255760
3.200000	10.240000	1.233316
3.300000	10.890000	1.208538
3.400000	11.560000	1.181755
3.500000	12.250000	1.153303
3.600000	12.960000	1.123524
3.700000	13.690000	1.092760
3.800000	14.440000	1.061353
3.900000	15.210000	1.029639
4.000000	16.000000	0.997949
4.100000	16.810000	0.966605
4.200000	17.640000	0.935917
4.300000	18.490000	0.906181
4.400000	19.360000	0.877674
4.500000	20.250000	0.850660
4.600000	21.160000	0.825379
4.700000	22.090000	0.802050
4.800000	23.040000	0.780868
4.900000	24.010000	0.762006
5.000000	25.000000	0.745608
5.100000	26.010000	0.731795
5.200000	27.040000	0.720658
5.300000	28.090000	0.712262
5.400000	29.160000	0.706645
5.500000	30.250000	0.703818
5.600000	31.360000	0.703764
5.700000	32.490000	0.706440
5.800000	33.640000	0.711778
5.900000	34.810000	0.719687
6.000000	36.000000	0.730051
6.100000	37.210000	0.742732
6.200000	38.440000	0.757574
6.300000	39.690000	0.774401
6.400000	40.960000	0.793022
6.500000	42.250000	0.813230
6.600000	43.560000	0.834807
6.700000	44.890000	0.857525
6.800000	46.240000	0.881148
6.900000	47.610000	0.905433
7.000000	49.000000	0.930137
7.100000	50.410000	0.955013
7.200000	51.840000	0.979818
7.300000	53.290000	1.004311
7.400000	54.760000	1.028257
7.500000	56.250000	1.051431
7.600000	57.760000	1.073616
7.700000	59.290000	1.094607
7.800000	60.840000	1.114214
7.900000	62.410000	1.132261
8.000000	64.000000	1.148590
8.100000	65.610000	1.163059
8.200000	67.240000	1.175548
8.300000	68.890000	1.185955
8.400000	70.560000	1.194199
8.500000	72.250000	1.200220
8.600000	73.960000	1.203982
8.700000	75.690000	1.205466
8.800000	77.440000	1.204680
8.900000	79.210000	1.201649
9.000000	81.000000	1.196420
9.100000	82.810000	1.189061
9.200000	84.640000	1.179658
9.300000	86.490000	1.168316
9.400000	88.360000	1.155157
9.500000	90.250000	1.140318
9.600000	92.160000	1.123950
9.700000	94.090000	1.106218
9.800000	96.040000	1.087296
9.900000	98.010000	1.067369
10.000000	100.000000	1.046627
10.100000	102.010000	1.025268
10.200000	104.040000	1.003491
10.300000	106.090000	0.981499
10.400000	108.160000	0.959491
10.500000	110.250000	0.937669
10.600000	112.360000	0.916225
10.700000	114.490000	0.895350
10.800000	116.640000	0.875224
10.900000	118.810000	0.856020
11.000000	121.000000	0.837898
11.100000	123.210000	0.821007
11.200000	125.440000	0.805482
11.300000	127.690000	0.791444
11.400000	129.960000	0.778999
11.500000	132.250000	0.768233
11.600000	134.560000	0.759220
11.700000	136.890000	0.752011
11.800000	139.240000	0.746644
