# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.006156
0.200000	0.040000	0.012312
0.300000	0.090000	0.018467
0.400000	0.160000	0.024621
0.500000	0.250000	0.030774
0.600000	0.360000	0.036926
0.700000	0.490000	0.043075
0.800000	0.640000	0.049223
0.900000	0.810000	0.055368
1.000000	1.000000	0.061510
1.100000	1.210000	0.067649
1.200000	1.440000	0.073784
1.300000	1.690000	0.079916
1.400000	1.960000	0.086044
1.500000	2.250000	0.092168
1.600000	2.560000	0.098287
1.700000	2.890000	0.104401
1.800000	3.240000	0.110510
1.900000	3.610000	0.116613
2.000000	4.000000	0.122710
2.100000	4.410000	0.128801
2.200000	4.840000	0.134886
2.300000	5.290000	0.140964
2.400000	5.760000	0.147035
2.500000	6.250000	0.153098
2.600000	6.760000	0.159154
2.700000	7.290000	0.165202
2.800000	7.840000	0.171242
2.900000	8.410000	0.177272
3.000000	9.000000	0.183294
3.100000	9.610000	0.189307
3.200000	10.240000	0.195311
3.300000	10.890000	0.201304
3.400000	11.560000	0.207288
3.500000	12.250000	0.213261
3.600000	12.960000	0.219223
3.700000	13.690000	0.225174
3.800000	14.440000	0.231114
3.900000	15.210000	0.237043
4.000000	16.000000	0.242960
4.100000	16.810000	0.248864
4.200000	17.640000	0.254756
4.300000	18.490000	0.260635
4.400000	19.360000	0.266502
4.500000	20.250000	0.272354
4.600000	21.160000	0.278194
4.700000	22.090000	0.284019
4.800000	23.040000	0.289830
4.900000	24.010000	0.295627
5.000000	25.000000	0.301409
5.100000	26.010000	0.307176
5.200000	27.040000	0.312927
5.300000	28.090000	0.318663
5.400000	29.160000	0.324383
5.500000	30.250000	0.330087
5.600000	31.360000	0.335775
5.700000	32.490000	0.341445
5.800000	33.640000	0.347099
5.900000	34.810000	0.352736
6.000000	36.000000	0.358354
6.100000	37.210000	0.363956
6.200000	38.440000	0.369538
6.300000	39.690000	0.375103
6.400000	40.960000	0.380649
6.500000	42.250000	0.386176
6.600000	43.560000	0.391684
6.700000	44.890000	0.397172
6.800000	46.240000	0.402641
6.900000	47.610000	0.408090
7.000000	49.000000	0.413518
7.100000	50.410000	0.418926
7.200000	51.840000	0.424313
7.300000	53.290000	0.429680
7.400000	54.760000	0.435025
7.500000	56.250000	0.440348
7.600000	57.760000	0.445650
7.700000	59.290000	0.450930
7.800000	60.840000	0.456187
7.900000	62.410000	0.461422
8.000000	64.000000	0.466634
8.100000	65.610000	0.471823
8.200000	67.240000	0.476989
8.300000	68.890000	0.482131
8.400000	70.560000	0.487250
8.500000	72.250000	0.492345
8.600000	73.960000	0.497415
8.700000	75.690000	0.502461
8.800000	77.440000	0.507483
8.900000	79.210000	0.512479
9.000000	81.000000	0.517451
9.100000	82.810000	0.522396
9.200000	84.640000	0.527317
9.300000	86.490000	0.532211
9.400000	88.360000	0.537080
9.500000	90.250000	0.541922
9.600000	92.160000	0.546738
9.700000	94.090000	0.551527
9.800000	96.040000	0.556289
9.900000	98.010000	0.561024
10.000000	100.000000	0.565731
10.100000	102.010000	0.570411
10.200000	104.040000	0.575064
10.300000	106.090000	0.579688
10.400000	108.160000	0.584284
10.500000	110.250000	0.588852
10.600000	112.360000	0.593391
10.700000	114.490000	0.597901
10.800000	116.640000	0.602383
10.900000	118.810000	0.606835
11.000000	121.000000	0.611258
11.100000	123.210000	0.615651
11.200000	125.440000	0.620015
11.300000	127.690000	0.624348
11.400000	129.960000	0.628652
11.500000	132.250000	0.632925
11.600000	134.560000	0.637168
11.700000	136.890000	0.641380
11.800000	139.240000	0.645561
11.900000	141.610000	0.649711
12.000000	144.000000	0.653830
12.100000	146.410000	0.657917
12.200000	148.840000	0.661973
12.300000	151.290000	0.665998
12.400000	153.760000	0.669990
12.500000	156.250000	0.673951
12.600000	158.760000	0.677879
12.700000	161.290000	0.681775
12.800000	163.840000	0.685638
12.900000	166.410000	0.689469
13.000000	169.000000	0.693267
13.100000	171.610000	0.697032
13.200000	174.240000	0.700764
13.300000	176.890000	0.704463
13.400000	179.560000	0.708128
13.500000	182.250000	0.711760
13.600000	184.960000	0.715358
13.700000	187.690000	0.718922
13.800000	190.440000	0.722452
13.900000	193.210000	0.725949
14.000000	196.000000	0.729411
14.100000	198.810000	0.732838
14.200000	201.640000	0.736232
14.300000	204.490000	0.739591
14.400000	207.360000	0.742915
14.500000	210.250000	0.746204
14.600000	213.160000	0.749458
14.700000	216.090000	0.752678
14.800000	219.040000	0.755862
14.900000	222.010000	0.759011
15.000000	225.000000	0.762124
15.100000	228.010000	0.765202
15.200000	231.040000	0.768245
15.300000	234.090000	0.771252
15.400000	237.160000	0.774223
15.500000	240.250000	0.777158
15.600000	243.360000	0.780058
15.700000	246.490000	0.782921
15.800000	249.640000	0.785748
15.900000	252.810000	0.788539
16.000000	256.000000	0.791294
16.100000	259.210000	0.794012
16.200000	262.440000	0.796694
16.300000	265.690000	0.799340
16.400000	268.960000	0.801949
16.500000	272.250000	0.804521
16.600000	275.560000	0.807057
16.700000	278.890000	0.809555
16.800000	282.240000	0.812017
16.900000	285.610000	0.814442
17.000000	289.000000	0.816830
17.100000	292.410000	0.819181
17.200000	295.840000	0.821495
17.300000	299.290000	0.823772
17.400000	302.760000	0.826012
17.500000	306.250000	0.828215
17.600000	309.760000	0.830380
17.700000	313.290000	0.832508
17.800000	316.840000	0.834599
17.900000	320.410000	0.836652
