# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	1.182630
0.200000	0.040000	2.363628
0.300000	0.090000	3.541367
0.400000	0.160000	4.714225
0.500000	0.250000	5.880593
0.600000	0.360000	7.038878
0.700000	0.490000	8.187503
0.800000	0.640000	9.324918
0.900000	0.810000	10.449594
1.000000	1.000000	11.560034
1.100000	1.210000	12.654775
1.200000	1.440000	13.732388
1.300000	1.690000	14.791484
1.400000	1.960000	15.830720
1.500000	2.250000	16.848793
1.600000	2.560000	17.844454
1.700000	2.890000	18.816503
1.800000	3.240000	19.763794
1.900000	3.610000	20.685238
2.000000	4.000000	21.579804
2.100000	4.410000	22.446524
2.200000	4.840000	23.284492
2.300000	5.290000	24.092867
2.400000	5.760000	24.870875
2.500000	6.250000	25.617809
2.600000	6.760000	26.333033
2.700000	7.290000	27.015981
2.800000	7.840000	27.666159
2.900000	8.410000	28.283145
3.000000	9.000000	28.866590
3.100000	9.610000	29.416218
3.200000	10.240000	29.931827
3.300000	10.890000	30.413289
3.400000	11.560000	30.860548
3.500000	12.250000	31.273622
3.600000	12.960000	31.652601
3.700000	13.690000	31.997648
3.800000	14.440000	32.308995
3.900000	15.210000	32.586944
4.000000	16.000000	32.831866
4.100000	16.810000	33.044198
4.200000	17.640000	33.224443
4.300000	18.490000	33.373167
4.400000	19.360000	33.490998
4.500000	20.250000	33.578624
4.600000	21.160000	33.636788
4.700000	22.090000	33.666290
4.800000	23.040000	33.667981
4.900000	24.010000	33.642762
5.000000	25.000000	33.591583
5.100000	26.010000	33.515434
5.200000	27.040000	33.415349
5.300000	28.090000	33.292400
5.400000	29.160000	33.147693
5.500000	30.250000	32.982367
5.600000	31.360000	32.797587
5.700000	32.490000	32.594547
5.800000	33.640000	32.374459
5.900000	34.810000	32.138557
6.000000	36.000000	31.888087
6.100000	37.210000	31.624309
6.200000	38.440000	31.348491
6.300000	39.690000	31.061904
6.400000	40.960000	30.765822
6.500000	42.250000	30.461517
6.600000	43.560000	30.150255
6.700000	44.890000	29.833293
6.800000	46.240000	29.511879
6.900000	47.610000	29.187242
