# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	1.262491
0.200000	0.040000	2.524960
0.300000	0.090000	3.787384
0.400000	0.160000	5.049739
0.500000	0.250000	6.312004
0.600000	0.360000	7.574157
0.700000	0.490000	8.836173
0.800000	0.640000	10.098031
0.900000	0.810000	11.359709
1.000000	1.000000	12.621182
1.100000	1.210000	13.882430
1.200000	1.440000	15.143430
1.300000	1.690000	16.404157
1.400000	1.960000	17.664592
1.500000	2.250000	18.924709
1.600000	2.560000	20.184488
1.700000	2.890000	21.443906
1.800000	3.240000	22.702939
1.900000	3.610000	23.961566
2.000000	4.000000	25.219764
2.100000	4.410000	26.477510
2.200000	4.840000	27.734783
2.300000	5.290000	28.991558
2.400000	5.760000	30.247815
2.500000	6.250000	31.503530
2.600000	6.760000	32.758681
2.700000	7.290000	34.013246
2.800000	7.840000	35.267202
2.900000	8.410000	36.520526
3.000000	9.000000	37.773197
3.100000	9.610000	39.025192
3.200000	10.240000	40.276489
3.300000	10.890000	41.527065
3.400000	11.560000	42.776898
3.500000	12.250000	44.025965
3.600000	12.960000	45.274245
3.700000	13.690000	46.521715
3.800000	14.440000	47.768353
3.900000	15.210000	49.014136
4.000000	16.000000	50.259042
4.100000	16.810000	51.503050
4.200000	17.640000	52.746137
4.300000	18.490000	53.988280
4.400000	19.360000	55.229458
4.500000	20.250000	56.469649
4.600000	21.160000	57.708830
4.700000	22.090000	58.946980
4.800000	23.040000	60.184076
4.900000	24.010000	61.420096
5.000000	25.000000	62.655019
5.100000	26.010000	63.888822
5.200000	27.040000	65.121483
5.300000	28.090000	66.352982
5.400000	29.160000	67.583295
5.500000	30.250000	68.812400
5.600000	31.360000	70.040277
5.700000	32.490000	71.266903
5.800000	33.640000	72.492257
5.900000	34.810000	73.716316
6.000000	36.000000	74.939059
6.100000	37.210000	76.160465
6.200000	38.440000	77.380511
6.300000	39.690000	78.599177
6.400000	40.960000	79.816440
6.500000	42.250000	81.032279
6.600000	43.560000	82.246672
6.700000	44.890000	83.459599
6.800000	46.240000	84.671037
6.900000	47.610000	85.880965
7.000000	49.000000	87.089362
7.100000	50.410000	88.296207
7.200000	51.840000	89.501478
7.300000	53.290000	90.705153
7.400000	54.760000	91.907213
7.500000	56.250000	93.107634
7.600000	57.760000	94.306398
7.700000	59.290000	95.503481
7.800000	60.840000	96.698864
7.900000	62.410000	97.892525
8.000000	64.000000	99.084443
8.100000	65.610000	100.274597
8.200000	67.240000	101.462967
8.300000	68.890000	102.649531
8.400000	70.560000	103.834268
8.500000	72.250000	105.017159
8.600000	73.960000	106.198182
8.700000	75.690000	107.377316
8.800000	77.440000	108.554542
8.900000	79.210000	109.729837
9.000000	81.000000	110.903182
9.100000	82.810000	112.074557
9.200000	84.640000	113.243940
9.300000	86.490000	114.411311
9.400000	88.360000	115.576651
9.500000	90.250000	116.739938
9.600000	92.160000	117.901152
9.700000	94.090000	119.060274
9.800000	96.040000	120.217282
9.900000	98.010000	121.372158
10.000000	100.000000	122.524880
10.100000	102.010000	123.675430
10.200000	104.040000	124.823786
10.300000	106.090000	125.969929
10.400000	108.160000	127.113839
10.500000	110.250000	128.255496
10.600000	112.360000	129.394881
10.700000	114.490000	130.531973
10.800000	116.640000	131.666754
10.900000	118.810000	132.799204
11.000000	121.000000	133.929302
11.100000	123.210000	135.057030
11.200000	125.440000	136.182368
11.300000	127.690000	137.305297
11.400000	129.960000	138.425798
11.500000	132.250000	139.543850
11.600000	134.560000	140.659436
11.700000	136.890000	141.772535
11.800000	139.240000	142.883129
11.900000	141.610000	143.991199
12.000000	144.000000	145.096726
12.100000	146.410000	146.199691
12.200000	148.840000	147.300075
12.300000	151.290000	148.397859
12.400000	153.760000	149.493024
12.500000	156.250000	150.585553
12.600000	158.760000	151.675425
12.700000	161.290000	152.762624
12.800000	163.840000	153.847130
12.900000	166.410000	154.928925
13.000000	169.000000	156.007990
13.100000	171.610000	157.084308
13.200000	174.240000	158.157859
13.300000	176.890000	159.228627
13.400000	179.560000	160.296593
13.500000	182.250000	161.361738
13.600000	184.960000	162.424045
13.700000	187.690000	163.483496
13.800000	190.440000	164.540074
13.900000	193.210000	165.593759
14.000000	196.000000	166.644536
14.100000	198.810000	167.692386
14.200000	201.640000	168.737291
14.300000	204.490000	169.779234
14.400000	207.360000	170.818199
14.500000	210.250000	171.854166
14.600000	213.160000	172.887120
14.700000	216.090000	173.917042
14.800000	219.040000	174.943917
14.900000	222.010000	175.967726
15.000000	225.000000	176.988453
15.100000	228.010000	178.006081
15.200000	231.040000	179.020593
15.300000	234.090000	180.031972
15.400000	237.160000	181.040202
15.500000	240.250000	182.045266
15.600000	243.360000	183.047147
15.700000	246.490000	184.045830
15.800000	249.640000	185.041297
15.900000	252.810000	186.033532
16.000000	256.000000	187.022519
16.100000	259.210000	188.008243
16.200000	262.440000	188.990686
16.300000	265.690000	189.969833
16.400000	268.960000	190.945668
16.500000	272.250000	191.918175
16.600000	275.560000	192.887338
16.700000	278.890000	193.853142
16.800000	282.240000	194.815571
16.900000	285.610000	195.774609
17.000000	289.000000	196.730242
17.100000	292.410000	197.682452
17.200000	295.840000	198.631227
17.300000	299.290000	199.576549
17.400000	302.760000	200.518404
17.500000	306.250000	201.456778
17.600000	309.760000	202.391654
17.700000	313.290000	203.323018
17.800000	316.840000	204.250856
17.900000	320.410000	205.175152
18.000000	324.000000	206.095892
18.100000	327.610000	207.013061
18.200000	331.240000	207.926646
18.300000	334.890000	208.836630
18.400000	338.560000	209.743001
18.500000	342.250000	210.645744
18.600000	345.960000	211.544845
18.700000	349.690000	212.440289
18.800000	353.440000	213.332063
18.900000	357.210000	214.220154
19.000000	361.000000	215.104546
19.100000	364.810000	215.985227
19.200000	368.640000	216.862182
19.300000	372.490000	217.735399
19.400000	376.360000	218.604863
19.500000	380.250000	219.470563
19.600000	384.160000	220.332483
19.700000	388.090000	221.190611
19.800000	392.040000	222.044934
19.900000	396.010000	222.895440
20.000000	400.000000	223.742114
20.100000	404.010000	224.584944
20.200000	408.040000	225.423918
20.300000	412.090000	226.259022
20.400000	416.160000	227.090245
20.500000	420.250000	227.917574
20.600000	424.360000	228.740996
20.700000	428.490000	229.560499
20.800000	432.640000	230.376071
20.900000	436.810000	231.187700
21.000000	441.000000	231.995374
21.100000	445.210000	232.799081
21.200000	449.440000	233.598808
21.300000	453.690000	234.394545
21.400000	457.960000	235.186280
21.500000	462.250000	235.974001
21.600000	466.560000	236.757697
21.700000	470.890000	237.537356
21.800000	475.240000	238.312967
21.900000	479.610000	239.084519
22.000000	484.000000	239.852001
22.100000	488.410000	240.615402
22.200000	492.840000	241.374711
22.300000	497.290000	242.129917
22.400000	501.760000	242.881010
22.500000	506.250000	243.627978
22.600000	510.760000	244.370812
22.700000	515.290000	245.109501
22.800000	519.840000	245.844035
22.900000	524.410000	246.574403
23.000000	529.000000	247.300596
23.100000	533.610000	248.022603
23.200000	538.240000	248.740414
23.300000	542.890000	249.454020
23.400000	547.560000	250.163410
23.500000	552.250000	250.868576
23.600000	556.960000	251.569508
23.700000	561.690000	252.266196
23.800000	566.440000	252.958631
23.900000	571.210000	253.646803
24.000000	576.000000	254.330705
24.100000	580.810000	255.010325
24.200000	585.640000	255.685656
24.300000	590.490000	256.356689
24.400000	595.360000	257.023415
24.500000	600.250000	257.685826
24.600000	605.160000	258.343912
24.700000	610.090000	258.997665
24.800000	615.040000	259.647078
24.900000	620.010000	260.292141
25.000000	625.000000	260.932847
25.100000	630.010000	261.569187
25.200000	635.040000	262.201155
25.300000	640.090000	262.828741
25.400000	645.160000	263.451938
25.500000	650.250000	264.070738
25.600000	655.360000	264.685135
25.700000	660.490000	265.295120
25.800000	665.640000	265.900686
25.900000	670.810000	266.501826
26.000000	676.000000	267.098532
26.100000	681.210000	267.690799
26.200000	686.440000	268.278618
26.300000	691.690000	268.861984
26.400000	696.960000	269.440888
26.500000	702.250000	270.015326
26.600000	707.560000	270.585289
26.700000	712.890000	271.150773
26.800000	718.240000	271.711770
26.900000	723.610000	272.268274
27.000000	729.000000	272.820279
27.100000	734.410000	273.367779
27.200000	739.840000	273.910769
27.300000	745.290000	274.449242
27.400000	750.760000	274.983193
27.500000	756.250000	275.512616
27.600000	761.760000	276.037506
27.700000	767.290000	276.557857
27.800000	772.840000	277.073665
