# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	2.276790
0.200000	0.040000	4.551964
0.300000	0.090000	6.823907
0.400000	0.160000	9.091011
0.500000	0.250000	11.351669
0.600000	0.360000	13.604285
0.700000	0.490000	15.847270
0.800000	0.640000	18.079046
0.900000	0.810000	20.298050
1.000000	1.000000	22.502730
1.100000	1.210000	24.691554
1.200000	1.440000	26.863006
1.300000	1.690000	29.015590
1.400000	1.960000	31.147832
1.500000	2.250000	33.258279
1.600000	2.560000	35.345506
1.700000	2.890000	37.408113
1.800000	3.240000	39.444726
1.900000	3.610000	41.454004
2.000000	4.000000	43.434633
2.100000	4.410000	45.385335
2.200000	4.840000	47.304863
2.300000	5.290000	49.192006
2.400000	5.760000	51.045590
2.500000	6.250000	52.864478
2.600000	6.760000	54.647573
2.700000	7.290000	56.393815
2.800000	7.840000	58.102190
2.900000	8.410000	59.771721
3.000000	9.000000	61.401479
3.100000	9.610000	62.990575
3.200000	10.240000	64.538168
3.300000	10.890000	66.043461
3.400000	11.560000	67.505706
3.500000	12.250000	68.924199
3.600000	12.960000	70.298287
3.700000	13.690000	71.627365
3.800000	14.440000	72.910875
3.900000	15.210000	74.148311
4.000000	16.000000	75.339216
4.100000	16.810000	76.483183
4.200000	17.640000	77.579856
4.300000	18.490000	78.628931
4.400000	19.360000	79.630151
4.500000	20.250000	80.583315
4.600000	21.160000	81.488270
4.700000	22.090000	82.344914
4.800000	23.040000	83.153196
4.900000	24.010000	83.913116
5.000000	25.000000	84.624724
5.100000	26.010000	85.288121
5.200000	27.040000	85.903455
5.300000	28.090000	86.470928
5.400000	29.160000	86.990785
5.500000	30.250000	87.463324
5.600000	31.360000	87.888886
5.700000	32.490000	88.267864
5.800000	33.640000	88.600692
5.900000	34.810000	88.887853
6.000000	36.000000	89.129873
6.100000	37.210000	89.327321
6.200000	38.440000	89.480810
6.300000	39.690000	89.590993
6.400000	40.960000	89.658565
6.500000	42.250000	89.684260
6.600000	43.560000	89.668848
6.700000	44.890000	89.613141
6.800000	46.240000	89.517981
6.900000	47.610000	89.384250
7.000000	49.000000	89.212859
7.100000	50.410000	89.004752
7.200000	51.840000	88.760906
7.300000	53.290000	88.482323
7.400000	54.760000	88.170035
7.500000	56.250000	87.825101
7.600000	57.760000	87.448602
7.700000	59.290000	87.041643
7.800000	60.840000	86.605351
7.900000	62.410000	86.140874
8.000000	64.000000	85.649375
8.100000	65.610000	85.132036
8.200000	67.240000	84.590055
8.300000	68.890000	84.024640
8.400000	70.560000	83.437015
8.500000	72.250000	82.828410
8.600000	73.960000	82.200067
8.700000	75.690000	81.553232
8.800000	77.440000	80.889157
8.900000	79.210000	80.209099
9.000000	81.000000	79.514314
9.100000	82.810000	78.806061
9.200000	84.640000	78.085595
9.300000	86.490000	77.354169
9.400000	88.360000	76.613033
9.500000	90.250000	75.863427
9.600000	92.160000	75.106586
9.700000	94.090000	74.343733
9.800000	96.040000	73.576084
9.900000	98.010000	72.804839
10.000000	100.000000	72.031184
10.100000	102.010000	71.256291
10.200000	104.040000	70.481316
10.300000	106.090000	69.707393
10.400000	108.160000	68.935640
10.500000	110.250000	68.167153
10.600000	112.360000	67.403005
10.700000	114.490000	66.644246
10.800000	116.640000	65.891900
10.900000	118.810000	65.146968
11.000000	121.000000	64.410421
11.100000	123.210000	63.683204
11.200000	125.440000	62.966232
11.300000	127.690000	62.260389
11.400000	129.960000	61.566529
11.500000	132.250000	60.885474
11.600000	134.560000	60.218014
11.700000	136.890000	59.564904
11.800000	139.240000	58.926866
11.900000	141.610000	58.304584
12.000000	144.000000	57.698712
12.100000	146.410000	57.109862
12.200000	148.840000	56.538614
12.300000	151.290000	55.985507
12.400000	153.760000	55.451046
12.500000	156.250000	54.935696
12.600000	158.760000	54.439884
12.700000	161.290000	53.963999
12.800000	163.840000	53.508392
12.900000	166.410000	53.073374
13.000000	169.000000	52.659219
13.100000	171.610000	52.266161
13.200000	174.240000	51.894395
13.300000	176.890000	51.544079
13.400000	179.560000	51.215332
13.500000	182.250000	50.908234
13.600000	184.960000	50.622827
13.700000	187.690000	50.359118
13.800000	190.440000	50.117073
13.900000	193.210000	49.896625
14.000000	196.000000	49.697668
14.100000	198.810000	49.520061
14.200000	201.640000	49.363629
14.300000	204.490000	49.228160
14.400000	207.360000	49.113411
14.500000	210.250000	49.019105
14.600000	213.160000	48.944931
14.700000	216.090000	48.890548
14.800000	219.040000	48.855584
14.900000	222.010000	48.839638
15.000000	225.000000	48.842279
15.100000	228.010000	48.863048
15.200000	231.040000	48.901461
15.300000	234.090000	48.957005
15.400000	237.160000	49.029145
15.500000	240.250000	49.117321
15.600000	243.360000	49.220952
15.700000	246.490000	49.339432
15.800000	249.640000	49.472140
15.900000	252.810000	49.618430
16.000000	256.000000	49.777644
16.100000	259.210000	49.949103
16.200000	262.440000	50.132116
16.300000	265.690000	50.325974
16.400000	268.960000	50.529961
16.500000	272.250000	50.743343
16.600000	275.560000	50.965381
16.700000	278.890000	51.195324
16.800000	282.240000	51.432416
16.900000	285.610000	51.675893
17.000000	289.000000	51.924986
17.100000	292.410000	52.178923
17.200000	295.840000	52.436931
