# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	75.686547
0.200000	0.040000	151.157869
0.300000	0.090000	226.199595
0.400000	0.160000	300.599054
0.500000	0.250000	374.146120
0.600000	0.360000	446.634036
0.700000	0.490000	517.860234
0.800000	0.640000	587.627122
0.900000	0.810000	655.742862
1.000000	1.000000	722.022111
1.100000	1.210000	786.286734
1.200000	1.440000	848.366489
1.300000	1.690000	908.099672
1.400000	1.960000	965.333719
1.500000	2.250000	1019.925774
1.600000	2.560000	1071.743205
1.700000	2.890000	1120.664082
1.800000	3.240000	1166.577594
1.900000	3.610000	1209.384428
2.000000	4.000000	1248.997089
2.100000	4.410000	1285.340168
2.200000	4.840000	1318.350555
2.300000	5.290000	1347.977598
2.400000	5.760000	1374.183207
2.500000	6.250000	1396.941903
2.600000	6.760000	1416.240805
2.700000	7.290000	1432.079569
2.800000	7.840000	1444.470273
2.900000	8.410000	1453.437239
3.000000	9.000000	1459.016811
3.100000	9.610000	1461.257080
3.200000	10.240000	1460.217558
3.300000	10.890000	1455.968801
3.400000	11.560000	1448.591998
3.500000	12.250000	1438.178498
3.600000	12.960000	1424.829318
3.700000	13.690000	1408.654593
3.800000	14.440000	1389.773004
3.900000	15.210000	1368.311170
4.000000	16.000000	1344.403008
4.100000	16.810000	1318.189072
4.200000	17.640000	1289.815867
4.300000	18.490000	1259.435142
4.400000	19.360000	1227.203175
4.500000	20.250000	1193.280037
4.600000	21.160000	1157.828859
4.700000	22.090000	1121.015079
4.800000	23.040000	1083.005706
4.900000	24.010000	1043.968574
5.000000	25.000000	1004.071605
5.100000	26.010000	963.482089
5.200000	27.040000	922.365965
5.300000	28.090000	880.887130
5.400000	29.160000	839.206761
5.500000	30.250000	797.482660
5.600000	31.360000	755.868630
5.700000	32.490000	714.513873
5.800000	33.640000	673.562423
5.900000	34.810000	633.152611
6.000000	36.000000	593.416567
6.100000	37.210000	554.479757
6.200000	38.440000	516.460563
6.300000	39.690000	479.469899
6.400000	40.960000	443.610876
6.500000	42.250000	408.978505
6.600000	43.560000	375.659446
6.700000	44.890000	343.731801
6.800000	46.240000	313.264957
6.900000	47.610000	284.319465
7.000000	49.000000	256.946974
7.100000	50.410000	231.190208
7.200000	51.840000	207.082977
7.300000	53.290000	184.650248
7.400000	54.760000	163.908249
7.500000	56.250000	144.864614
