# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.055175
0.200000	0.040000	0.110337
0.300000	0.090000	0.165477
0.400000	0.160000	0.220580
0.500000	0.250000	0.275637
0.600000	0.360000	0.330635
0.700000	0.490000	0.385562
0.800000	0.640000	0.440406
0.900000	0.810000	0.495156
1.000000	1.000000	0.549801
1.100000	1.210000	0.604328
1.200000	1.440000	0.658726
1.300000	1.690000	0.712983
1.400000	1.960000	0.767088
1.500000	2.250000	0.821030
1.600000	2.560000	0.874796
1.700000	2.890000	0.928376
1.800000	3.240000	0.981759
1.900000	3.610000	1.034932
2.000000	4.000000	1.087885
2.100000	4.410000	1.140606
2.200000	4.840000	1.193085
2.300000	5.290000	1.245311
2.400000	5.760000	1.297273
2.500000	6.250000	1.348959
2.600000	6.760000	1.400360
2.700000	7.290000	1.451464
2.800000	7.840000	1.502261
2.900000	8.410000	1.552740
3.000000	9.000000	1.602891
3.100000	9.610000	1.652705
3.200000	10.240000	1.702170
3.300000	10.890000	1.751276
3.400000	11.560000	1.800014
3.500000	12.250000	1.848374
3.600000	12.960000	1.896346
3.700000	13.690000	1.943921
3.800000	14.440000	1.991088
3.900000	15.210000	2.037839
4.000000	16.000000	2.084164
4.100000	16.810000	2.130055
4.200000	17.640000	2.175502
4.300000	18.490000	2.220496
4.400000	19.360000	2.265029
4.500000	20.250000	2.309092
4.600000	21.160000	2.352677
4.700000	22.090000	2.395775
4.800000	23.040000	2.438379
4.900000	24.010000	2.480480
5.000000	25.000000	2.522070
5.100000	26.010000	2.563143
5.200000	27.040000	2.603690
5.300000	28.090000	2.643703
5.400000	29.160000	2.683177
5.500000	30.250000	2.722103
5.600000	31.360000	2.760475
5.700000	32.490000	2.798286
5.800000	33.640000	2.835530
5.900000	34.810000	2.872200
6.000000	36.000000	2.908290
6.100000	37.210000	2.943795
6.200000	38.440000	2.978707
6.300000	39.690000	3.013022
6.400000	40.960000	3.046734
6.500000	42.250000	3.079838
6.600000	43.560000	3.112329
6.700000	44.890000	3.144201
6.800000	46.240000	3.175450
6.900000	47.610000	3.206072
7.000000	49.000000	3.236061
7.100000	50.410000	3.265414
7.200000	51.840000	3.294128
7.300000	53.290000	3.322197
7.400000	54.760000	3.349618
7.500000	56.250000	3.376389
7.600000	57.760000	3.402505
7.700000	59.290000	3.427964
7.800000	60.840000	3.452762
7.900000	62.410000	3.476898
8.000000	64.000000	3.500369
8.100000	65.610000	3.523172
8.200000	67.240000	3.545305
8.300000	68.890000	3.566767
8.400000	70.560000	3.587556
8.500000	72.250000	3.607670
8.600000	73.960000	3.627109
8.700000	75.690000	3.645870
8.800000	77.440000	3.663954
8.900000	79.210000	3.681359
9.000000	81.000000	3.698085
9.100000	82.810000	3.714132
9.200000	84.640000	3.729499
9.300000	86.490000	3.744187
9.400000	88.360000	3.758196
9.500000	90.250000	3.771527
9.600000	92.160000	3.784180
9.700000	94.090000	3.796157
9.800000	96.040000	3.807457
9.900000	98.010000	3.818083
10.000000	100.000000	3.828037
10.100000	102.010000	3.837318
10.200000	104.040000	3.845931
10.300000	106.090000	3.853876
10.400000	108.160000	3.861156
10.500000	110.250000	3.867773
10.600000	112.360000	3.873730
10.700000	114.490000	3.879030
10.800000	116.640000	3.883676
10.900000	118.810000	3.887671
11.000000	121.000000	3.891017
11.100000	123.210000	3.893720
11.200000	125.440000	3.895783
11.300000	127.690000	3.897208
11.400000	129.960000	3.898002
11.500000	132.250000	3.898167
11.600000	134.560000	3.897708
11.700000	136.890000	3.896631
11.800000	139.240000	3.894939
11.900000	141.610000	3.892637
12.000000	144.000000	3.889731
12.100000	146.410000	3.886226
12.200000	148.840000	3.882128
12.300000	151.290000	3.877441
12.400000	153.760000	3.872172
12.500000	156.250000	3.866327
12.600000	158.760000	3.859912
12.700000	161.290000	3.852932
12.800000	163.840000	3.845395
12.900000	166.410000	3.837307
13.000000	169.000000	3.828674
13.100000	171.610000	3.819503
13.200000	174.240000	3.809802
13.300000	176.890000	3.799577
13.400000	179.560000	3.788835
13.500000	182.250000	3.777584
13.600000	184.960000	3.765832
13.700000	187.690000	3.753586
13.800000	190.440000	3.740853
13.900000	193.210000	3.727642
14.000000	196.000000	3.713960
14.100000	198.810000	3.699816
14.200000	201.640000	3.685217
14.300000	204.490000	3.670173
14.400000	207.360000	3.654691
14.500000	210.250000	3.638780
14.600000	213.160000	3.622449
14.700000	216.090000	3.605706
14.800000	219.040000	3.588560
14.900000	222.010000	3.571021
15.000000	225.000000	3.553096
15.100000	228.010000	3.534796
15.200000	231.040000	3.516129
15.300000	234.090000	3.497104
15.400000	237.160000	3.477731
15.500000	240.250000	3.458020
15.600000	243.360000	3.437979
15.700000	246.490000	3.417618
15.800000	249.640000	3.396947
15.900000	252.810000	3.375976
16.000000	256.000000	3.354714
16.100000	259.210000	3.333171
16.200000	262.440000	3.311356
16.300000	265.690000	3.289280
16.400000	268.960000	3.266953
16.500000	272.250000	3.244384
16.600000	275.560000	3.221583
16.700000	278.890000	3.198561
16.800000	282.240000	3.175327
16.900000	285.610000	3.151892
17.000000	289.000000	3.128265
17.100000	292.410000	3.104457
17.200000	295.840000	3.080478
17.300000	299.290000	3.056338
17.400000	302.760000	3.032047
17.500000	306.250000	3.007615
17.600000	309.760000	2.983052
17.700000	313.290000	2.958370
17.800000	316.840000	2.933576
17.900000	320.410000	2.908683
18.000000	324.000000	2.883699
18.100000	327.610000	2.858636
18.200000	331.240000	2.833503
18.300000	334.890000	2.808310
