# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.050611
0.200000	0.040000	0.101128
0.300000	0.090000	0.151454
0.400000	0.160000	0.201496
0.500000	0.250000	0.251160
0.600000	0.360000	0.300353
0.700000	0.490000	0.348985
0.800000	0.640000	0.396966
0.900000	0.810000	0.444209
1.000000	1.000000	0.490626
1.100000	1.210000	0.536136
1.200000	1.440000	0.580658
1.300000	1.690000	0.624113
1.400000	1.960000	0.666426
1.500000	2.250000	0.707526
1.600000	2.560000	0.747344
1.700000	2.890000	0.785815
1.800000	3.240000	0.822879
1.900000	3.610000	0.858477
2.000000	4.000000	0.892557
2.100000	4.410000	0.925070
2.200000	4.840000	0.955971
2.300000	5.290000	0.985220
2.400000	5.760000	1.012782
2.500000	6.250000	1.038624
2.600000	6.760000	1.062722
2.700000	7.290000	1.085052
2.800000	7.840000	1.105599
2.900000	8.410000	1.124350
3.000000	9.000000	1.141299
3.100000	9.610000	1.156441
3.200000	10.240000	1.169781
3.300000	10.890000	1.181325
3.400000	11.560000	1.191084
3.500000	12.250000	1.199076
3.600000	12.960000	1.205322
3.700000	13.690000	1.209846
3.800000	14.440000	1.212678
3.900000	15.210000	1.213854
4.000000	16.000000	1.213411
4.100000	16.810000	1.211391
4.200000	17.640000	1.207841
4.300000	18.490000	1.202810
4.400000	19.360000	1.196352
4.500000	20.250000	1.188523
4.600000	21.160000	1.179383
4.700000	22.090000	1.168994
4.800000	23.040000	1.157423
4.900000	24.010000	1.144737
5.000000	25.000000	1.131006
5.100000	26.010000	1.116302
5.200000	27.040000	1.100699
5.300000	28.090000	1.084273
5.400000	29.160000	1.067100
5.500000	30.250000	1.049260
5.600000	31.360000	1.030829
5.700000	32.490000	1.011889
5.800000	33.640000	0.992517
5.900000	34.810000	0.972795
6.000000	36.000000	0.952802
6.100000	37.210000	0.932617
6.200000	38.440000	0.912318
6.300000	39.690000	0.891984
6.400000	40.960000	0.871690
6.500000	42.250000	0.851512
6.600000	43.560000	0.831523
6.700000	44.890000	0.811796
6.800000	46.240000	0.792400
6.900000	47.610000	0.773402
7.000000	49.000000	0.754868
7.100000	50.410000	0.736860
7.200000	51.840000	0.719438
7.300000	53.290000	0.702659
