# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.572496
0.200000	0.040000	1.141876
0.300000	0.090000	1.705053
0.400000	0.160000	2.258999
0.500000	0.250000	2.800772
0.600000	0.360000	3.327545
0.700000	0.490000	3.836629
0.800000	0.640000	4.325503
0.900000	0.810000	4.791830
1.000000	1.000000	5.233484
1.100000	1.210000	5.648564
1.200000	1.440000	6.035413
1.300000	1.690000	6.392630
1.400000	1.960000	6.719079
1.500000	2.250000	7.013899
1.600000	2.560000	7.276509
1.700000	2.890000	7.506609
1.800000	3.240000	7.704176
1.900000	3.610000	7.869466
2.000000	4.000000	8.003001
2.100000	4.410000	8.105563
2.200000	4.840000	8.178179
2.300000	5.290000	8.222109
2.400000	5.760000	8.238827
2.500000	6.250000	8.230000
2.600000	6.760000	8.197471
2.700000	7.290000	8.143235
2.800000	7.840000	8.069413
2.900000	8.410000	7.978229
3.000000	9.000000	7.871984
3.100000	9.610000	7.753029
3.200000	10.240000	7.623741
3.300000	10.890000	7.486496
3.400000	11.560000	7.343642
3.500000	12.250000	7.197477
3.600000	12.960000	7.050223
3.700000	13.690000	6.904005
3.800000	14.440000	6.760832
3.900000	15.210000	6.622572
4.000000	16.000000	6.490943
4.100000	16.810000	6.367492
4.200000	17.640000	6.253585
4.300000	18.490000	6.150396
4.400000	19.360000	6.058900
4.500000	20.250000	5.979866
4.600000	21.160000	5.913859
4.700000	22.090000	5.861234
4.800000	23.040000	5.822139
4.900000	24.010000	5.796525
5.000000	25.000000	5.784149
5.100000	26.010000	5.784581
5.200000	27.040000	5.797222
5.300000	28.090000	5.821309
5.400000	29.160000	5.855937
5.500000	30.250000	5.900072
5.600000	31.360000	5.952565
5.700000	32.490000	6.012179
5.800000	33.640000	6.077599
5.900000	34.810000	6.147457
6.000000	36.000000	6.220350
6.100000	37.210000	6.294860
6.200000	38.440000	6.369575
6.300000	39.690000	6.443105
6.400000	40.960000	6.514102
6.500000	42.250000	6.581276
6.600000	43.560000	6.643414
6.700000	44.890000	6.699391
6.800000	46.240000	6.748186
6.900000	47.610000	6.788890
7.000000	49.000000	6.820720
7.100000	50.410000	6.843025
7.200000	51.840000	6.855289
7.300000	53.290000	6.857140
7.400000	54.760000	6.848350
7.500000	56.250000	6.828833
7.600000	57.760000	6.798645
7.700000	59.290000	6.757980
7.800000	60.840000	6.707164
7.900000	62.410000	6.646649
8.000000	64.000000	6.577002
8.100000	65.610000	6.498897
8.200000	67.240000	6.413102
8.300000	68.890000	6.320467
8.400000	70.560000	6.221911
8.500000	72.250000	6.118411
8.600000	73.960000	6.010979
8.700000	75.690000	5.900657
8.800000	77.440000	5.788498
8.900000	79.210000	5.675550
9.000000	81.000000	5.562844
9.100000	82.810000	5.451381
9.200000	84.640000	5.342115
9.300000	86.490000	5.235947
9.400000	88.360000	5.133709
9.500000	90.250000	5.036155
9.600000	92.160000	4.943955
9.700000	94.090000	4.857685
9.800000	96.040000	4.777821
9.900000	98.010000	4.704737
10.000000	100.000000	4.638703
10.100000	102.010000	4.579877
10.200000	104.040000	4.528314
10.300000	106.090000	4.483964
10.400000	108.160000	4.446672
10.500000	110.250000	4.416189
10.600000	112.360000	4.392173
10.700000	114.490000	4.374199
10.800000	116.640000	4.361764
10.900000	118.810000	4.354300
11.000000	121.000000	4.351180
11.100000	123.210000	4.351733
