#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 14 85.075642 51.747356 2677.788828 84.420145 nan nan 0 0 0
2 15 81.277178 51.831710 2686.526136 80.663786 nan nan 0 0 0
3 16 77.630660 51.439852 2646.058391 77.100663 nan nan 0 0 0
4 17 74.224604 50.952729 2596.180565 73.790543 nan nan 0 0 0
5 18 70.935712 50.348494 2534.970861 70.634739 nan nan 0 0 0
6 19 67.830301 49.694586 2469.551842 67.669361 nan nan 0 0 0
7 20 64.950141 49.020220 2402.982006 64.920329 nan nan 0 0 0
8 21 62.119510 48.208607 2324.069759 62.256044 nan nan 0 0 0
9 22 59.647993 47.552638 2261.253362 59.886535 nan nan 0 0 0
10 23 57.287949 46.818836 2192.003369 57.641727 nan nan 0 0 0
11 24 54.983459 45.986400 2114.748972 55.471197 nan nan 0 0 0
12 25 52.951520 45.292316 2051.393874 53.525272 nan nan 0 0 0
13 26 51.063153 44.663124 1994.794680 51.705773 nan nan 0 0 0
14 27 49.430621 44.103241 1945.095863 50.109967 nan nan 0 0 0
15 28 47.393635 42.990991 1848.225275 48.250238 nan nan 0 0 0
16 29 44.457310 40.611366 1649.283085 45.767354 nan nan 0 0 0
17 30 41.139354 37.641149 1416.856081 42.943605 nan nan 0 0 0
18 31 38.535637 35.265327 1243.643261 40.634967 nan nan 0 0 0
19 32 35.836790 32.698789 1069.210797 38.202307 nan nan 0 0 0
20 33 33.732284 30.314613 918.975781 36.258786 nan nan 0 0 0
21 34 31.591719 28.075778 788.249309 34.209327 nan nan 0 0 0
22 35 29.677555 26.225695 687.787054 32.420467 nan nan 0 0 0
23 36 28.243087 24.234869 587.328898 30.963078 nan nan 0 0 0
24 37 26.245899 22.553355 508.653808 29.001607 nan nan 0 0 0
25 38 25.305083 21.274556 452.606743 27.984453 nan nan 0 0 0
26 39 24.265793 20.011669 400.466894 26.852638 nan nan 0 0 0
27 40 23.757949 19.131326 366.007624 26.244459 nan nan 0 0 0
28 41 22.668905 18.262694 333.525995 25.120947 nan nan 0 0 0
29 42 22.382630 17.698641 313.241885 24.771695 nan nan 0 0 0
30 43 21.297069 16.519169 272.882931 23.565124 nan nan 0 0 0
31 44 20.463091 16.037114 257.189031 22.689651 nan nan 0 0 0
32 45 20.362536 15.470320 239.330803 22.505038 nan nan 0 0 0
33 46 20.679456 15.010103 225.303179 22.680248 nan nan 0 0 0
34 47 19.137551 14.506020 210.424623 21.241525 nan nan 0 0 0
35 48 18.628174 14.681171 215.536774 20.766886 nan nan 0 0 0
36 49 20.046228 14.121544 199.418007 21.871037 nan nan 0 0 0
37 50 19.686851 13.721531 188.280418 21.451843 nan nan 0 0 0
