#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 38 87.419059 51.803078 2683.558875 87.281574 nan nan 0 0 0
2 39 84.525156 51.920465 2695.734654 84.677338 nan nan 0 0 0
3 40 77.954808 50.781377 2578.748218 79.163076 nan nan 0 0 0
4 41 71.827292 48.184236 2321.720589 74.034981 nan nan 0 0 0
5 42 64.359180 44.859731 2012.395478 67.632225 nan nan 0 0 0
6 43 57.142140 42.013710 1765.151866 61.209311 nan nan 0 0 0
7 44 48.805112 37.371759 1396.648338 53.717194 nan nan 0 0 0
8 45 47.473713 36.687188 1345.949761 52.555149 nan nan 0 0 0
9 46 44.403046 34.089798 1162.114353 49.656986 nan nan 0 0 0
10 47 36.534237 27.728631 768.876993 41.913753 nan nan 0 0 0
11 48 34.653392 25.036069 626.804769 39.781621 nan nan 0 0 0
12 49 28.712608 20.139777 405.610622 33.310990 nan nan 0 0 0
13 50 27.346340 19.122743 365.679295 31.799276 nan nan 0 0 0
