#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 40 86.168074 51.734529 2676.461496 86.247014 nan nan 0 0 0
2 41 81.365568 51.132344 2614.516637 82.163140 nan nan 0 0 0
3 42 72.198978 48.270645 2330.055135 74.547753 nan nan 0 0 0
4 43 62.704698 45.533219 2073.274015 66.422730 nan nan 0 0 0
5 44 54.343401 42.470435 1803.737881 59.088701 nan nan 0 0 0
6 45 53.651776 41.230396 1699.945584 58.523034 nan nan 0 0 0
7 46 49.990017 38.342965 1470.182947 55.162440 nan nan 0 0 0
8 47 40.363167 31.831721 1013.258461 46.002616 nan nan 0 0 0
9 48 37.033510 27.884454 777.542779 42.509739 nan nan 0 0 0
10 49 29.207699 21.598862 466.510824 34.212460 nan nan 0 0 0
11 50 27.667210 20.256966 410.344663 32.496438 nan nan 0 0 0
