#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 34 86.333599 51.751622 2678.230335 86.299323 nan nan 0 0 0
2 35 83.906045 52.009166 2704.953300 84.071753 nan nan 0 0 0
3 36 81.505719 51.927206 2696.434697 81.846511 nan nan 0 0 0
4 37 79.711660 51.750867 2678.152197 80.118776 nan nan 0 0 0
5 38 74.761497 50.280774 2528.156245 75.976031 nan nan 0 0 0
6 39 68.241080 47.437207 2250.288649 70.557453 nan nan 0 0 0
7 40 60.714434 44.490670 1979.419692 64.093351 nan nan 0 0 0
8 41 56.764944 41.943065 1759.220683 60.549411 nan nan 0 0 0
9 42 51.242065 37.913828 1437.458343 55.613852 nan nan 0 0 0
10 43 46.846927 34.637131 1199.730874 51.434053 nan nan 0 0 0
11 44 41.315145 30.678973 941.199404 46.095413 nan nan 0 0 0
12 45 36.134922 28.659529 821.368577 41.456246 nan nan 0 0 0
13 46 34.823590 26.666395 711.096636 40.018899 nan nan 0 0 0
14 47 32.796941 23.271723 541.573095 37.464127 nan nan 0 0 0
15 48 32.207585 22.164512 491.265604 36.687089 nan nan 0 0 0
16 49 28.267576 18.827914 354.490363 32.343579 nan nan 0 0 0
17 50 27.064563 18.070062 326.527145 31.031415 nan nan 0 0 0
