#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 41 86.348343 51.743942 2677.435583 86.410091 nan nan 0 0 0
2 42 81.835515 51.757363 2678.824646 82.552184 nan nan 0 0 0
3 43 77.196216 50.098726 2509.882318 78.643454 nan nan 0 0 0
4 44 67.604930 46.964566 2205.670500 70.603899 nan nan 0 0 0
5 45 67.741884 48.681816 2369.919229 70.359439 nan nan 0 0 0
6 46 58.886215 45.503584 2070.576158 62.943198 nan nan 0 0 0
7 47 53.600150 40.564812 1645.503933 58.560389 nan nan 0 0 0
8 48 49.984489 35.761555 1278.888828 55.097560 nan nan 0 0 0
9 49 37.055270 27.612407 762.444997 42.581056 nan nan 0 0 0
10 50 36.182749 25.640144 657.416973 41.463257 nan nan 0 0 0
