#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 15 82.631893 51.500820 2652.334465 82.435609 nan nan 0 0 0
2 16 78.489058 51.673988 2670.201019 78.528763 nan nan 0 0 0
3 17 74.738298 51.285511 2630.203638 74.947323 nan nan 0 0 0
4 18 72.132681 51.184129 2619.815010 72.289751 nan nan 0 0 0
5 19 69.812959 50.985504 2599.521617 69.922878 nan nan 0 0 0
6 20 67.317272 50.518133 2552.081798 67.479119 nan nan 0 0 0
7 21 65.524756 50.385827 2538.731599 65.587986 nan nan 0 0 0
8 22 63.689612 50.065533 2506.557589 63.727999 nan nan 0 0 0
9 23 61.381191 49.320826 2432.543922 61.558760 nan nan 0 0 0
10 24 59.544480 48.867493 2388.031855 59.738054 nan nan 0 0 0
11 25 57.684428 48.266804 2329.684404 57.943163 nan nan 0 0 0
12 26 54.301650 46.296712 2143.385555 55.080992 nan nan 0 0 0
13 27 51.196728 44.321052 1964.355692 52.384848 nan nan 0 0 0
14 28 48.771053 43.071372 1855.143053 50.136618 nan nan 0 0 0
15 29 46.786969 42.069775 1769.866010 48.268760 nan nan 0 0 0
16 30 43.684785 40.439088 1635.319808 45.510742 nan nan 0 0 0
17 31 41.679188 38.626561 1492.011189 43.722408 nan nan 0 0 0
18 32 38.588188 36.316756 1318.906755 40.888818 nan nan 0 0 0
19 33 36.676798 35.124816 1233.752721 39.132389 nan nan 0 0 0
20 34 33.568973 32.095797 1030.140162 36.261368 nan nan 0 0 0
21 35 30.825761 29.452960 867.476828 33.827047 nan nan 0 0 0
22 36 29.549017 26.782137 717.282881 32.466870 nan nan 0 0 0
23 37 27.646502 24.852769 617.660121 30.616126 nan nan 0 0 0
24 38 26.898714 23.180113 537.317661 29.769210 nan nan 0 0 0
25 39 25.275033 21.841226 477.039172 28.146936 nan nan 0 0 0
26 40 24.784064 20.696432 428.342311 27.560026 nan nan 0 0 0
27 41 23.675524 19.347635 374.330995 26.315398 nan nan 0 0 0
28 42 23.379130 18.971941 359.934556 25.997110 nan nan 0 0 0
29 43 22.778198 18.260874 333.459503 25.329214 nan nan 0 0 0
30 44 22.660989 17.683051 312.690294 25.107887 nan nan 0 0 0
31 45 21.867140 17.182719 295.245843 24.312566 nan nan 0 0 0
32 46 20.949350 17.248911 297.524937 23.523593 nan nan 0 0 0
33 47 20.550735 15.999166 255.973325 22.894638 nan nan 0 0 0
34 48 19.480012 15.728306 247.379600 21.833307 nan nan 0 0 0
35 49 20.893523 15.571601 242.474755 23.054220 nan nan 0 0 0
36 50 20.401856 15.304356 234.223316 22.530191 nan nan 0 0 0
