#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 2 71.726193 52.178489 2722.594751 65.755494 29.227682 854.257394 0 0 0
2 3 66.179725 52.644645 2771.458680 60.032448 38.102557 1451.804880 0 0 0
3 4 63.170443 52.727454 2780.184354 56.842194 40.113186 1609.067665 0 0 0
4 5 60.618933 52.428888 2748.788324 54.302171 40.647804 1652.244010 0 0 0
5 6 58.121853 51.859597 2689.417829 51.963813 40.617604 1649.789749 0 0 0
6 7 55.635328 51.113295 2612.568900 49.724119 40.312341 1625.084831 0 0 0
7 8 53.034374 50.133871 2513.405032 47.461142 39.789121 1583.174168 0 0 0
8 9 50.514944 49.096269 2410.443641 45.289362 39.172182 1534.459867 0 0 0
9 10 48.038462 47.960702 2300.228969 43.177496 38.465043 1479.559571 0 0 0
10 11 45.683617 46.805055 2190.713133 41.173220 37.716741 1422.552589 0 0 0
11 12 43.428814 45.607117 2080.009129 39.261190 36.925784 1363.513547 0 0 0
12 13 41.303890 44.410498 1972.292342 37.457737 36.118174 1304.522508 0 0 0
13 14 39.339473 43.260189 1871.443955 35.783145 35.322421 1247.673396 0 0 0
14 15 37.439307 42.041743 1767.508164 34.173122 34.485399 1189.242761 0 0 0
15 16 35.766066 40.994888 1680.580833 32.731653 33.727679 1137.556326 0 0 0
16 17 34.187669 39.946135 1595.693670 31.373735 32.972177 1087.164483 0 0 0
17 18 32.673576 38.859143 1510.032999 30.077017 32.197066 1036.651048 0 0 0
18 19 31.327187 37.911953 1437.316188 28.907499 31.492282 991.763830 0 0 0
19 20 30.110202 37.067273 1373.982693 27.838821 30.845101 951.420277 0 0 0
20 21 28.999303 36.290587 1317.006714 26.857254 30.240846 914.508766 0 0 0
21 22 27.776406 35.200608 1239.082770 25.818348 29.484973 869.363619 0 0 0
22 23 26.131073 33.200714 1102.287443 24.505736 28.254701 798.328124 0 0 0
23 24 24.373160 30.809967 949.254093 23.107530 26.775728 716.939598 0 0 0
24 25 22.881496 28.800061 829.443501 21.879085 25.442775 647.334792 0 0 0
25 26 21.504193 26.870284 722.012160 20.726475 24.133409 582.421412 0 0 0
26 27 20.232518 24.984990 624.249721 19.651155 22.843131 521.808619 0 0 0
27 28 19.151025 23.373312 546.311714 18.714488 21.682481 470.129991 0 0 0
28 29 18.176130 21.898076 479.525724 17.858909 20.609250 424.741177 0 0 0
29 30 17.290349 20.545957 422.136333 17.071377 19.610084 384.555385 0 0 0
30 31 16.482213 19.386369 375.831316 16.334940 18.702550 349.785367 0 0 0
31 32 15.833775 18.388935 338.152923 15.737424 17.884653 319.860827 0 0 0
32 33 15.236277 17.482846 305.649896 15.179710 17.116361 292.969831 0 0 0
33 34 14.707982 16.705849 279.085407 14.682044 16.443536 270.389880 0 0 0
34 35 14.199774 16.011500 256.368139 14.197595 15.831826 250.646708 0 0 0
35 36 13.755695 15.428230 238.030293 13.772368 15.313293 234.496958 0 0 0
36 37 13.288731 14.812423 219.407863 13.321429 14.751352 217.602393 0 0 0
37 38 12.943294 14.287715 204.138806 12.988191 14.274229 203.753619 0 0 0
38 39 12.792048 13.838132 191.493887 12.842719 13.866855 192.289667 0 0 0
39 40 12.626304 13.412388 179.892139 12.680854 13.472587 181.510591 0 0 0
40 41 12.204948 12.902420 166.472448 12.267907 12.988977 168.713519 0 0 0
41 42 11.906647 12.526382 156.910254 11.973329 12.635692 159.660718 0 0 0
42 43 11.859984 12.264282 150.412614 11.926288 12.394430 153.621895 0 0 0
43 44 11.789608 12.030130 144.724030 11.854686 12.176705 148.272151 0 0 0
44 45 11.601738 11.667520 136.131024 11.669942 11.831801 139.991519 0 0 0
45 46 11.546529 11.511880 132.523384 11.610986 11.683626 136.507113 0 0 0
46 47 12.169817 11.660563 135.968723 12.222943 11.854151 140.520887 0 0 0
47 48 13.066663 11.910417 141.858041 13.099126 12.071298 145.716237 0 0 0
48 49 13.648552 11.748873 138.036023 13.650113 11.959572 143.031367 0 0 0
49 50 14.394728 12.761805 162.863673 14.389259 12.905527 166.552624 0 0 0
