#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 36 86.804780 51.775807 2680.734152 86.733700 nan nan 0 0 0
2 37 84.779396 52.052731 2709.486762 84.832269 nan nan 0 0 0
3 38 82.366276 51.834056 2686.769330 82.617441 nan nan 0 0 0
4 39 77.315635 50.467817 2547.000558 78.355532 nan nan 0 0 0
5 40 68.655428 47.776820 2282.624560 71.166686 nan nan 0 0 0
6 41 63.561658 45.132318 2036.926135 66.762408 nan nan 0 0 0
7 42 57.574476 41.694432 1738.425628 61.474474 nan nan 0 0 0
8 43 51.769764 37.922570 1438.121343 56.148740 nan nan 0 0 0
9 44 44.810481 33.631912 1131.105532 49.665892 nan nan 0 0 0
10 45 41.458287 32.717689 1070.447203 46.758771 nan nan 0 0 0
11 46 39.150671 29.961419 897.686601 44.455976 nan nan 0 0 0
12 47 34.235628 25.002327 625.116349 39.259995 nan nan 0 0 0
13 48 33.244295 23.321935 543.912656 38.028625 nan nan 0 0 0
14 49 28.565196 19.340164 374.041952 32.860106 nan nan 0 0 0
15 50 27.276782 18.484777 341.686999 31.455523 nan nan 0 0 0
