#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 31 86.217603 51.748545 2677.911956 86.146940 nan nan 0 0 0
2 32 84.330320 52.187581 2723.543608 84.320857 nan nan 0 0 0
3 33 81.433271 51.659362 2668.689684 81.700904 nan nan 0 0 0
4 34 76.315882 50.057510 2505.754317 77.357586 nan nan 0 0 0
5 35 71.926272 49.065449 2407.418273 73.463094 nan nan 0 0 0
6 36 67.839810 48.533430 2355.493839 69.777519 nan nan 0 0 0
7 37 66.043556 48.289772 2331.902042 68.042988 nan nan 0 0 0
8 38 60.822089 46.953534 2204.634310 63.668842 nan nan 0 0 0
9 39 58.325216 44.630396 1991.872227 61.377830 nan nan 0 0 0
10 40 53.130746 41.976348 1762.013795 56.643349 nan nan 0 0 0
11 41 51.045847 41.183195 1696.055562 54.748563 nan nan 0 0 0
12 42 43.515661 36.197880 1310.286518 48.113459 nan nan 0 0 0
13 43 40.787053 33.535976 1124.661711 45.761617 nan nan 0 0 0
14 44 39.910056 29.920134 895.214413 44.500153 nan nan 0 0 0
15 45 35.838299 27.177782 738.631841 40.539397 nan nan 0 0 0
16 46 34.753360 24.893373 619.680034 39.195921 nan nan 0 0 0
17 47 31.593933 23.295840 542.696163 36.098023 nan nan 0 0 0
18 48 32.947538 23.859245 569.263554 37.447844 nan nan 0 0 0
19 49 28.619876 20.224532 409.031697 32.787744 nan nan 0 0 0
20 50 27.270642 19.654377 386.294525 31.437995 nan nan 0 0 0
