#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 17 84.701672 51.690238 2671.880683 84.343503 nan nan 0 0 0
2 18 80.611860 51.706418 2673.553666 80.492966 nan nan 0 0 0
3 19 77.946806 51.712080 2674.139251 77.792461 nan nan 0 0 0
4 20 75.492751 51.544289 2656.813709 75.317865 nan nan 0 0 0
5 21 72.848803 51.138561 2615.152374 72.745981 nan nan 0 0 0
6 22 71.007275 51.061111 2607.237061 70.803866 nan nan 0 0 0
7 23 69.041032 50.773673 2577.965830 68.830838 nan nan 0 0 0
8 24 66.512310 50.076895 2507.695370 66.478137 nan nan 0 0 0
9 25 64.595626 49.704835 2470.570627 64.579176 nan nan 0 0 0
10 26 62.574575 49.137457 2414.489691 62.649445 nan nan 0 0 0
11 27 58.941202 47.192003 2227.085133 59.587035 nan nan 0 0 0
12 28 55.263530 45.236168 2046.310936 56.415536 nan nan 0 0 0
13 29 52.918258 44.160923 1950.187133 54.228716 nan nan 0 0 0
14 30 50.263431 43.123204 1859.610750 51.799659 nan nan 0 0 0
15 31 48.269679 41.806729 1747.802624 49.954056 nan nan 0 0 0
16 32 44.021838 39.264828 1541.726732 46.248356 nan nan 0 0 0
17 33 41.883383 37.797734 1428.668661 44.330762 nan nan 0 0 0
18 34 38.843707 35.713617 1275.462445 41.482347 nan nan 0 0 0
19 35 36.292684 33.561891 1126.400546 39.239829 nan nan 0 0 0
20 36 33.423723 29.886206 893.185310 36.503139 nan nan 0 0 0
21 37 30.854901 27.571143 760.167939 34.136231 nan nan 0 0 0
22 38 30.212188 25.373051 643.791727 33.311454 nan nan 0 0 0
23 39 28.190434 23.826350 567.694954 31.362169 nan nan 0 0 0
24 40 27.219157 22.268193 495.872427 30.282152 nan nan 0 0 0
25 41 25.706733 20.673438 427.391047 28.653040 nan nan 0 0 0
26 42 25.655730 20.048285 401.933717 28.529847 nan nan 0 0 0
27 43 24.849942 19.265764 371.169648 27.649848 nan nan 0 0 0
28 44 24.567354 18.773965 352.461776 27.288871 nan nan 0 0 0
29 45 23.635024 18.096410 327.480047 26.333782 nan nan 0 0 0
30 46 22.963864 18.065981 326.379686 25.764391 nan nan 0 0 0
31 47 22.207286 16.767237 281.140241 24.788391 nan nan 0 0 0
32 48 21.235222 16.700833 278.917824 23.843431 nan nan 0 0 0
33 49 22.373346 16.130053 260.178610 24.746240 nan nan 0 0 0
34 50 22.023177 15.763150 248.476883 24.307142 nan nan 0 0 0
