#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 32 86.207015 51.746591 2677.709668 86.156616 nan nan 0 0 0
2 33 83.228918 51.881118 2691.650360 83.464813 nan nan 0 0 0
3 34 80.953743 51.787898 2681.986363 81.322657 nan nan 0 0 0
4 35 78.771117 51.652996 2668.032021 79.262940 nan nan 0 0 0
5 36 76.206950 51.484685 2650.672759 76.912283 nan nan 0 0 0
6 37 72.615038 50.197116 2519.750420 73.847808 nan nan 0 0 0
7 38 65.498501 47.049827 2213.686229 68.000873 nan nan 0 0 0
8 39 60.189837 44.190772 1952.824287 63.408785 nan nan 0 0 0
9 40 54.110274 41.144429 1692.864045 57.994689 nan nan 0 0 0
10 41 50.605789 38.048552 1447.692287 54.799019 nan nan 0 0 0
11 42 46.025951 34.603365 1197.392838 50.583408 nan nan 0 0 0
12 43 41.493166 31.778648 1009.882465 46.354573 nan nan 0 0 0
13 44 37.525006 27.813852 773.610347 42.313324 nan nan 0 0 0
14 45 32.580809 25.421402 646.247697 37.616950 nan nan 0 0 0
15 46 31.791876 24.233680 587.271266 36.689921 nan nan 0 0 0
16 47 31.437537 22.043601 485.920358 35.828200 nan nan 0 0 0
17 48 31.101898 21.302142 453.781235 35.345411 nan nan 0 0 0
18 49 27.799512 18.420951 339.331450 31.687983 nan nan 0 0 0
19 50 26.672135 17.726371 314.224233 30.462515 nan nan 0 0 0
