#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 35 85.355920 51.681286 2670.955333 85.486545 nan nan 0 0 0
2 36 78.346557 50.951678 2596.073533 79.585840 nan nan 0 0 0
3 37 75.173885 50.715176 2572.029107 76.765757 nan nan 0 0 0
4 38 73.475357 50.821309 2582.805446 75.114947 nan nan 0 0 0
5 39 70.096434 50.279324 2528.010402 72.167853 nan nan 0 0 0
6 40 61.918547 47.530203 2259.120194 65.352646 nan nan 0 0 0
7 41 60.216578 46.497596 2162.026470 63.782388 nan nan 0 0 0
8 42 55.380509 44.906801 2016.620746 59.488058 nan nan 0 0 0
9 43 55.053956 43.476036 1890.165719 59.036094 nan nan 0 0 0
10 44 48.120889 37.667921 1418.872289 52.828999 nan nan 0 0 0
11 45 42.310578 34.293833 1176.066981 47.704515 nan nan 0 0 0
12 46 39.398916 30.041151 902.470778 44.559411 nan nan 0 0 0
13 47 35.813859 27.578338 760.564730 41.131040 nan nan 0 0 0
14 48 37.608497 26.894530 723.315766 42.598764 nan nan 0 0 0
15 49 31.663415 22.149335 490.593044 36.300248 nan nan 0 0 0
16 50 30.410117 21.571767 465.341121 35.060945 nan nan 0 0 0
