#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 35 85.541706 51.696020 2672.478465 85.621474 44.866265 2012.981754 -0.079768 6.82975 659.497
2 36 77.389128 50.562029 2556.518756 77.854264 45.881996 2105.157538 -0.465136 4.68003 451.361
3 37 73.233483 50.074767 2507.482312 73.761254 46.548652 2166.776957 -0.527771 3.52612 340.705
4 38 70.667575 50.021042 2502.104604 71.173602 47.184643 2226.390569 -0.506027 2.8364 275.714
5 39 67.074694 49.483981 2448.664332 67.603391 47.120737 2220.363868 -0.528697 2.36324 228.3
6 40 60.244539 47.554644 2261.444128 60.886650 45.545444 2074.387449 -0.642111 2.0092 187.057
7 41 57.991583 46.272173 2141.113991 58.614365 44.549861 1984.690096 -0.622782 1.72231 156.424
8 42 53.148243 44.673300 1995.703733 53.799292 43.131744 1860.347356 -0.651049 1.54156 135.356
9 43 54.729302 44.623152 1991.225672 55.281392 43.265984 1871.945340 -0.55209 1.35717 119.28
10 44 47.697329 38.165678 1456.618958 48.316291 37.042054 1372.113758 -0.618962 1.12362 84.5052
11 45 42.147782 33.889197 1148.477650 42.830109 32.876242 1080.847269 -0.682327 1.01296 67.6304
12 46 38.522647 29.072605 845.216372 39.163895 28.129786 791.284851 -0.641248 0.942819 53.9315
13 47 34.657716 27.017120 729.924783 35.323604 26.091887 680.786558 -0.665888 0.925233 49.1382
14 48 37.226379 26.541417 704.446790 37.779066 25.730021 662.033962 -0.552687 0.811396 42.4128
15 49 31.958314 22.126778 489.594287 32.520670 21.277687 452.739970 -0.562356 0.849091 36.8543
16 50 30.886021 21.575525 465.503284 31.426635 20.751259 430.614730 -0.540614 0.824266 34.8886
