#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 30 86.786647 51.782544 2681.431868 86.768530 44.954560 2020.912477 0.018117 6.82798 660.519
2 31 83.657539 51.843213 2687.718687 83.768551 47.128882 2221.131560 -0.111012 4.71433 466.587
3 32 80.532570 51.537230 2656.086105 80.718799 47.979687 2302.050351 -0.186229 3.55754 354.036
4 33 78.140588 51.305176 2632.221058 78.349388 48.457187 2348.099006 -0.2088 2.84799 284.122
5 34 75.935252 51.083821 2609.556748 76.155468 48.714216 2373.074872 -0.220216 2.3696 236.482
6 35 73.631583 50.678124 2568.272247 73.865451 48.660049 2367.800395 -0.233868 2.01807 200.472
7 36 69.605385 49.439529 2444.267004 69.898232 47.715034 2276.724425 -0.292847 1.72449 167.543
8 37 64.405347 46.949368 2204.243186 64.776954 45.488872 2069.237485 -0.371607 1.4605 135.006
9 38 57.711890 43.688307 1908.668153 58.170299 42.434048 1800.648397 -0.458409 1.25426 108.02
10 39 53.891886 40.924903 1674.847695 54.357152 39.825473 1586.068281 -0.465266 1.09943 88.7794
11 40 48.442183 37.275784 1389.484099 48.939521 36.305410 1318.082774 -0.497338 0.970374 71.4013
12 41 45.976780 35.060586 1229.244675 46.458630 34.179572 1168.243171 -0.48185 0.881014 61.0015
13 42 42.251510 32.353636 1046.757783 42.737171 31.539581 994.745153 -0.485661 0.814055 52.0126
14 43 37.047193 28.958773 838.610538 37.590169 28.173827 793.764517 -0.542976 0.784946 44.846
15 44 34.648629 25.630686 656.932082 35.163565 24.890869 619.555379 -0.514936 0.739817 37.3767
16 45 30.738583 23.463605 550.540770 31.273152 22.726302 516.484813 -0.534569 0.737303 34.056
17 46 29.963293 22.392572 501.427280 30.464134 21.691110 470.504242 -0.500841 0.701462 30.923
18 47 29.886352 21.020862 441.876651 30.336345 20.354354 414.299739 -0.449993 0.666508 27.5769
19 48 29.850810 20.568722 423.072307 30.268611 19.938132 397.529098 -0.417801 0.63059 25.5432
20 49 27.246089 18.072257 326.606479 27.651823 17.437121 304.053186 -0.405734 0.635136 22.5533
21 50 26.284832 17.493494 306.022321 26.680515 16.875845 284.794131 -0.395683 0.617649 21.2282
