#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 15 82.199168 51.446792 2646.772391 82.241642 44.669046 1995.323700 -0.042474 6.77775 651.449
2 16 77.732223 51.551366 2657.543386 77.942344 46.903416 2199.930390 -0.210121 4.64795 457.613
3 17 73.954757 51.191172 2620.536088 74.223988 47.702045 2275.485105 -0.269231 3.48913 345.051
4 18 71.438480 51.157988 2617.139782 71.700218 48.365955 2339.265576 -0.261738 2.79203 277.874
5 19 69.357887 51.092412 2610.434530 69.604313 48.770871 2378.597827 -0.246426 2.32154 231.837
6 20 67.269484 50.842107 2584.919813 67.509991 48.866313 2387.916500 -0.240507 1.97579 197.003
7 21 65.910000 50.917026 2592.543570 66.127268 49.187993 2419.458644 -0.217268 1.72903 173.085
8 22 64.349681 50.695067 2569.989805 64.557821 49.171792 2417.865091 -0.20814 1.52327 152.125
9 23 62.108583 49.927847 2492.789943 62.328190 48.588157 2360.808956 -0.219607 1.33969 131.981
10 24 60.211996 49.391365 2439.506892 60.428950 48.188366 2322.118578 -0.216954 1.203 117.388
11 25 58.533118 48.920585 2393.223615 58.746215 47.831006 2287.805126 -0.213097 1.08958 105.418
12 26 55.056032 46.866812 2196.498054 55.305174 45.924596 2109.068546 -0.249142 0.942216 87.4295
13 27 51.511436 44.448632 1975.680884 51.787553 43.629238 1903.510383 -0.276117 0.819394 72.1705
14 28 48.646174 42.827067 1834.157697 48.924333 42.080874 1770.799990 -0.278159 0.746193 63.3577
15 29 46.252330 41.380192 1712.320278 46.532828 40.696113 1656.173585 -0.280498 0.684079 56.1467
16 30 43.220045 39.903554 1592.293644 43.504899 39.274931 1542.520190 -0.284854 0.628623 49.7735
17 31 41.539335 38.491967 1481.631488 41.823622 37.916393 1437.652849 -0.284287 0.575574 43.9786
18 32 38.411753 36.166908 1308.045214 38.690441 35.657209 1271.436534 -0.278688 0.509699 36.6087
19 33 36.706567 35.344450 1249.230129 36.989499 34.851671 1214.638978 -0.282932 0.492779 34.5912
20 34 33.493952 32.298551 1043.196426 33.770778 31.875571 1016.052012 -0.276826 0.42298 27.1444
21 35 30.583317 29.323181 859.848935 30.879970 28.946108 837.877178 -0.296653 0.377073 21.9718
22 36 29.312167 26.372051 695.485098 29.574081 26.044444 678.313074 -0.261914 0.327607 17.172
23 37 27.313124 24.454109 598.003423 27.571597 24.142784 582.874038 -0.258473 0.311325 15.1294
24 38 26.623327 22.837292 521.541896 26.859805 22.545630 508.305444 -0.236478 0.291662 13.2365
25 39 24.974057 21.498766 462.196937 25.204811 21.214440 450.052447 -0.230754 0.284326 12.1445
26 40 24.498838 20.337542 413.615596 24.717191 20.063301 402.536064 -0.218353 0.274241 11.0795
27 41 23.342575 19.021252 361.808010 23.545328 18.762444 352.029310 -0.202753 0.258808 9.7787
28 42 23.185120 18.742234 351.271345 23.381105 18.490481 341.897882 -0.195985 0.251753 9.37346
29 43 22.578514 18.038422 325.384657 22.768995 17.793082 316.593752 -0.190481 0.24534 8.79091
30 44 22.520221 17.517636 306.867564 22.697661 17.283629 298.723841 -0.17744 0.234007 8.14372
31 45 21.610613 16.858675 284.214914 21.792682 16.620084 276.227203 -0.182069 0.238591 7.98771
32 46 20.724428 17.028039 289.954104 20.920883 16.782919 281.666361 -0.196455 0.24512 8.28774
33 47 20.293294 15.672672 245.632639 20.472691 15.434272 238.216754 -0.179397 0.2384 7.41589
34 48 19.167932 15.549013 241.771799 19.355744 15.310836 234.421713 -0.187812 0.238177 7.35009
35 49 20.490071 15.402941 237.250601 20.651175 15.181907 230.490314 -0.161104 0.221034 6.76029
36 50 19.890543 15.114625 228.451877 20.049885 14.899270 221.988245 -0.159342 0.215355 6.46363
