#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 2 71.804458 52.193975 2724.211065 69.367229 46.909232 2200.476050 2.43723 5.28474 523.735
2 3 65.958410 52.539278 2760.375711 64.384421 49.076190 2408.472420 1.57399 3.46309 351.903
3 4 62.533330 52.456451 2751.679204 61.384407 49.923887 2492.394531 1.14892 2.53256 259.285
4 5 59.994310 52.235511 2728.548560 59.101679 50.259573 2526.024668 0.892631 1.97594 202.524
5 6 57.674022 51.800686 2683.311102 56.959053 50.201858 2520.226521 0.714969 1.59883 163.085
6 7 55.395616 51.182495 2619.647755 54.812554 49.858766 2485.896560 0.583062 1.32373 133.751
7 8 53.002431 50.325500 2532.655908 52.523856 49.216408 2422.254829 0.478575 1.10909 110.401
8 9 50.665586 49.396338 2439.998210 50.267827 48.454086 2347.798404 0.397759 0.942252 92.1998
9 10 48.271821 48.291481 2332.067108 47.940747 47.487629 2255.074873 0.331074 0.803852 76.9922
10 11 45.966752 47.152662 2223.373547 45.688542 46.460253 2158.555063 0.27821 0.692409 64.8185
11 12 43.734412 45.956908 2112.037436 43.499219 45.357295 2057.284165 0.235193 0.599613 54.7533
12 13 41.589156 44.724187 2000.252871 41.389264 44.202432 1953.855034 0.199892 0.521755 46.3978
13 14 39.661384 43.613948 1902.176494 39.488375 43.153048 1862.185542 0.173009 0.4609 39.991
14 15 37.846801 42.504129 1806.600953 37.696580 42.096001 1772.073328 0.150221 0.408128 34.5276
15 16 36.249387 41.553711 1726.710913 36.116500 41.186292 1696.310686 0.132887 0.367419 30.4002
16 17 34.673917 40.503159 1640.505879 34.557086 40.175369 1614.060235 0.116831 0.32779 26.4456
17 18 33.130437 39.374941 1550.385966 33.028172 39.084016 1527.560334 0.102265 0.290925 22.8256
18 19 31.745030 38.374940 1472.636033 31.653843 38.111985 1452.523377 0.091187 0.262955 20.1127
19 20 30.459752 37.432228 1401.171656 30.377757 37.193369 1383.346719 0.081995 0.238859 17.8249
20 21 29.236695 36.475517 1330.463337 29.163273 36.259477 1314.749638 0.073422 0.21604 15.7137
21 22 27.964544 35.318985 1247.430725 27.899767 35.128166 1233.988073 0.064777 0.190819 13.4427
22 23 26.423678 33.553841 1125.860279 26.370491 33.400043 1115.562888 0.053187 0.153798 10.2974
23 24 24.683935 31.230211 975.326084 24.642508 31.118131 968.338085 0.041427 0.11208 6.988
24 25 23.117882 29.080847 845.695638 23.083721 28.996199 840.779534 0.034161 0.084648 4.9161
25 26 21.714995 27.127389 735.895217 21.685921 27.062594 732.383986 0.029074 0.064795 3.51123
26 27 20.469784 25.326176 641.415168 20.444631 25.276936 638.923485 0.025153 0.04924 2.49168
27 28 19.401776 23.795170 566.210123 19.379043 23.755262 564.312463 0.022733 0.039908 1.89766
28 29 18.400685 22.298601 497.227601 18.380647 22.270153 495.959736 0.020038 0.028448 1.26786
29 30 17.499141 20.876519 435.829045 17.480569 20.856032 434.974081 0.018572 0.020487 0.854964
30 31 16.671959 19.683703 387.448156 16.654620 19.668037 386.831665 0.017339 0.015666 0.616491
31 32 16.009277 18.678556 348.888450 15.992893 18.665279 348.392622 0.016384 0.013277 0.495828
32 33 15.415167 17.773937 315.912824 15.399013 17.761291 315.463469 0.016154 0.012646 0.449355
33 34 14.888850 16.999523 288.983767 14.873424 16.987818 288.585974 0.015426 0.011705 0.397793
34 35 14.353540 16.291618 265.416819 14.338345 16.280799 265.064424 0.015195 0.010819 0.352395
35 36 13.910765 15.710754 246.827785 13.896279 15.701071 246.523646 0.014486 0.009683 0.304139
36 37 13.457523 15.100166 228.015027 13.443197 15.090684 227.728754 0.014326 0.009482 0.286273
37 38 13.106783 14.575658 212.449818 13.093019 14.567688 212.217533 0.013764 0.00797 0.232285
38 39 12.939969 14.108769 199.057366 12.926293 14.101738 198.859028 0.013676 0.007031 0.198338
39 40 12.761409 13.671702 186.915434 12.747831 13.664936 186.730472 0.013578 0.006766 0.184962
40 41 12.341333 13.152401 172.985642 12.327871 13.146657 172.834600 0.013462 0.005744 0.151042
41 42 12.036259 12.771285 163.105717 12.022934 12.767101 162.998870 0.013325 0.004184 0.106847
42 43 11.997692 12.517899 156.697796 11.984803 12.515244 156.631339 0.012889 0.002655 0.066457
43 44 11.902491 12.263139 150.384569 11.889671 12.261439 150.342890 0.01282 0.0017 0.041679
44 45 11.731664 11.886007 141.277171 11.719299 11.886735 141.294478 0.012365 -0.000728 -0.017307
45 46 11.660584 11.710481 137.135359 11.648643 11.712811 137.189950 0.011941 -0.00233 -0.054591
46 47 12.299702 11.851439 140.456615 12.287186 11.876977 141.062589 0.012516 -0.025538 -0.605974
47 48 13.183715 12.075434 145.816094 13.171727 12.073504 145.769499 0.011988 0.00193 0.046595
48 49 13.820577 11.942070 142.613025 13.807998 11.971092 143.307037 0.012579 -0.029022 -0.694012
49 50 14.736576 13.052975 170.380166 14.725323 13.053373 170.390558 0.011253 -0.000398 -0.010392
