#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 21 86.764232 51.801812 2683.427738 86.662022 44.983863 2023.547905 0.10221 6.81795 659.88
2 22 84.267592 52.018529 2705.927362 84.257661 47.310803 2238.312094 0.009931 4.70773 467.615
3 23 81.914253 51.881223 2691.661307 81.952770 48.326469 2335.447578 -0.038517 3.55475 356.214
4 24 80.494352 51.978012 2701.713722 80.531771 49.121599 2412.931484 -0.037419 2.85641 288.782
5 25 78.570044 51.743149 2677.353460 78.629147 49.374515 2437.842685 -0.059103 2.36863 239.511
6 26 75.716719 51.064404 2607.573357 75.821750 49.066459 2407.517421 -0.105031 1.99795 200.056
7 27 73.650399 50.760969 2576.675961 73.765928 49.023902 2403.342967 -0.115529 1.73707 173.333
8 28 71.492227 50.382672 2538.413672 71.622195 48.855618 2386.871427 -0.129968 1.52705 151.542
9 29 67.102047 48.347348 2337.466065 67.302174 47.051468 2213.840611 -0.200127 1.29588 123.625
10 30 62.330547 46.092824 2124.548441 62.583464 44.974288 2022.686589 -0.252917 1.11854 101.862
11 31 59.224709 44.887289 2014.868753 59.487347 43.874674 1924.987012 -0.262638 1.01262 89.8817
12 32 55.221921 43.580938 1899.298125 55.510777 42.661476 1820.001526 -0.288856 0.919462 79.2966
13 33 53.552921 42.645864 1818.669737 53.831693 41.805708 1747.717248 -0.278772 0.840156 70.9525
14 34 48.981327 40.474528 1638.187412 49.284273 39.726539 1578.197920 -0.302946 0.747989 59.9895
15 35 46.888692 39.126940 1530.917401 47.195640 38.434783 1477.232524 -0.306948 0.692157 53.6849
16 36 42.434745 37.096410 1376.143608 42.752818 36.463042 1329.553430 -0.318073 0.633368 46.5902
17 37 40.156285 35.077994 1230.465684 40.493558 34.501698 1190.367162 -0.337273 0.576296 40.0985
18 38 36.998403 30.558550 933.824978 37.313748 30.088205 905.300093 -0.315345 0.470345 28.5249
19 39 33.902814 28.227998 796.819894 34.240786 27.771671 771.265710 -0.337972 0.456327 25.5542
20 40 31.915445 25.628619 656.826116 32.229988 25.211665 635.628045 -0.314543 0.416954 21.1981
21 41 29.403638 23.615914 557.711378 29.724258 23.199103 538.198391 -0.32062 0.416811 19.513
22 42 29.682560 21.894493 479.368842 29.955204 21.510030 462.681408 -0.272644 0.384463 16.6874
23 43 28.197590 20.932420 438.166212 28.468839 20.552359 422.399448 -0.271249 0.380061 15.7668
24 44 28.191748 20.817879 433.384075 28.451755 20.453763 418.356427 -0.260007 0.364116 15.0276
25 45 26.421173 19.608117 384.478252 26.681829 19.244257 370.341438 -0.260656 0.36386 14.1368
26 46 26.446545 19.329775 373.640220 26.697874 18.972017 359.937445 -0.251329 0.357758 13.7028
27 47 24.734830 17.817292 317.455883 24.984787 17.461022 304.887277 -0.249957 0.35627 12.5686
28 48 24.050040 18.451472 340.456830 24.313661 18.097344 327.513875 -0.263621 0.354128 12.943
29 49 23.816392 16.982795 288.415318 24.046084 16.649840 277.217185 -0.229692 0.332955 11.1981
30 50 23.120666 16.532011 273.307385 23.343488 16.213612 262.881216 -0.222822 0.318399 10.4262
