#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 38 86.984563 51.783673 2681.548766 86.995739 44.950642 2020.560176 -0.011176 6.83303 660.989
2 39 83.923303 51.863949 2689.869156 84.065220 47.141214 2222.294068 -0.141917 4.72274 467.575
3 40 78.040111 50.877605 2588.530643 78.382222 47.334550 2240.559586 -0.342111 3.54306 347.971
4 41 71.891066 48.291115 2332.031787 72.379610 45.541418 2074.020777 -0.488544 2.7497 258.011
5 42 64.247158 45.078136 2032.038386 64.874113 42.860494 1837.021983 -0.626955 2.21764 195.016
6 43 57.032853 42.404331 1798.127318 57.744852 40.518871 1641.778910 -0.711999 1.88546 156.348
7 44 49.110874 38.014026 1445.066145 49.918496 36.388169 1324.098877 -0.807622 1.62586 120.967
8 45 48.650351 37.499209 1406.190707 49.381419 36.079422 1301.724697 -0.731068 1.41979 104.466
9 46 44.505719 34.337606 1179.071194 45.243901 33.069739 1093.607629 -0.738182 1.26787 85.4636
10 47 36.501279 27.915633 779.282563 37.322310 26.695058 712.626097 -0.821031 1.22058 66.6565
11 48 34.546360 24.917086 620.861188 35.311423 23.766433 564.843359 -0.765063 1.15065 56.0178
12 49 28.804357 20.385364 415.563047 29.611195 19.163641 367.245147 -0.806838 1.22172 48.3179
13 50 27.553877 19.359064 374.773366 28.322453 18.193873 331.017022 -0.768576 1.16519 43.7563
