#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 8 85.039052 51.869372 2690.431779 84.579028 45.153620 2038.849393 0.460024 6.71575 651.582
2 9 81.338326 52.053661 2709.583670 81.034125 47.465447 2252.968706 0.304201 4.58821 456.615
3 10 77.896906 51.793480 2682.564586 77.693147 48.373719 2340.016695 0.203759 3.41976 342.548
4 11 74.426691 51.319000 2633.639732 74.302868 48.631151 2364.988828 0.123823 2.68785 268.651
5 12 71.136457 50.783060 2578.919138 71.071041 48.592331 2361.214591 0.065416 2.19073 217.705
6 13 67.820910 50.065605 2506.564785 67.805685 48.240041 2327.101572 0.015225 1.82556 179.463
7 14 64.674805 49.301876 2430.675021 64.697039 47.750981 2280.156182 -0.022234 1.55089 150.519
8 15 61.641781 48.445520 2346.968377 61.693775 47.110486 2219.397854 -0.051994 1.33503 127.571
9 16 58.737935 47.522354 2258.374110 58.813641 46.360476 2149.293713 -0.075706 1.16188 109.08
10 17 56.137301 46.693582 2180.290588 56.227483 45.667771 2085.545326 -0.090182 1.02581 94.7453
11 18 53.693327 45.826043 2100.026187 53.795002 44.914292 2017.293663 -0.101675 0.911751 82.7325
12 19 51.543934 45.098498 2033.874492 51.651157 44.277375 1960.485957 -0.107223 0.821123 73.3885
13 20 49.407714 44.223442 1955.712844 49.522020 43.485082 1890.952313 -0.114306 0.73836 64.7605
14 21 47.312834 43.234416 1869.214766 47.433386 42.569318 1812.146832 -0.120552 0.665098 57.0679
15 22 45.425258 42.369009 1795.132912 45.548612 41.762746 1744.126974 -0.123354 0.606263 51.0059
16 23 43.673876 41.543229 1725.839912 43.798462 40.987377 1679.965070 -0.124586 0.555852 45.8748
17 24 41.985181 40.669373 1653.997933 42.111207 40.159940 1612.820784 -0.126026 0.509433 41.1771
18 25 40.235821 39.546240 1563.905122 40.365408 39.084295 1527.582080 -0.129587 0.461945 36.323
19 26 38.024141 37.634076 1416.323672 38.163619 37.232036 1386.224515 -0.139478 0.40204 30.0992
20 27 35.533812 35.055572 1228.893111 35.685027 34.715774 1205.184985 -0.151215 0.339798 23.7081
21 28 33.201886 32.596702 1062.544951 33.357949 32.301856 1043.409869 -0.156063 0.294846 19.1351
22 29 31.256280 30.433003 926.167646 31.413702 30.169915 910.223783 -0.157422 0.263088 15.9439
23 30 29.276710 28.279067 799.705652 29.432836 28.042800 786.398611 -0.156126 0.236267 13.307
24 31 27.708858 26.588546 706.950781 27.864725 26.368696 695.308143 -0.155867 0.21985 11.6426
25 32 26.267284 24.772778 613.690530 26.419265 24.571484 603.757831 -0.151981 0.201294 9.9327
26 33 24.808448 23.126908 534.853891 24.958968 22.940810 526.280760 -0.15052 0.186098 8.57313
27 34 23.838660 21.698262 470.814574 23.983264 21.522664 463.225060 -0.144604 0.175598 7.58951
28 35 22.648174 20.437585 417.694883 22.786846 20.268365 410.806601 -0.138672 0.16922 6.88828
29 36 21.898206 19.430109 377.529120 22.031629 19.266160 371.184922 -0.133423 0.163949 6.3442
30 37 20.984352 18.464638 340.942867 21.112396 18.307135 335.151183 -0.128044 0.157503 5.79168
31 38 20.546226 17.779407 316.107328 20.668916 17.627795 310.739152 -0.12269 0.151612 5.36818
32 39 19.634056 16.996648 288.886032 19.751965 16.850673 283.945175 -0.117909 0.145975 4.94086
33 40 19.276205 16.403655 269.079882 19.387181 16.263883 264.513884 -0.110976 0.139772 4.566
34 41 18.787956 15.609590 243.659295 18.891874 15.476120 239.510292 -0.103918 0.13347 4.149
35 42 18.645490 15.220262 231.656379 18.742307 15.093533 227.814732 -0.096817 0.126729 3.84165
36 43 17.968904 14.428599 208.184464 18.056843 14.311172 204.809651 -0.087939 0.117427 3.37481
37 44 17.332740 14.019788 196.554442 17.420324 13.905642 193.366893 -0.087584 0.114146 3.18755
38 45 17.127148 13.607334 185.159531 17.209573 13.498631 182.213032 -0.082425 0.108703 2.9465
39 46 17.131370 13.508724 182.485628 17.209634 13.404219 179.673095 -0.078264 0.104505 2.81253
40 47 16.218419 12.847029 165.046158 16.303314 12.736010 162.205963 -0.084895 0.111019 2.84019
41 48 15.907477 12.757195 162.746030 15.990050 12.651774 160.067375 -0.082573 0.105421 2.67865
42 49 17.395741 12.672985 160.604537 17.456433 12.582131 158.310033 -0.060692 0.090854 2.2945
43 50 17.251282 12.569792 157.999683 17.309057 12.483599 155.840252 -0.057775 0.086193 2.15943
