#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 11 78.872110 51.011987 2602.222794 78.955275 44.290085 1961.611616 -0.083165 6.7219 640.611
2 12 71.477597 50.270330 2527.106124 71.861471 45.730838 2091.309516 -0.383874 4.53949 435.797
3 13 65.768508 49.242585 2424.832163 66.244478 45.884222 2105.361833 -0.47597 3.35836 319.47
4 14 61.637752 48.578237 2359.845129 62.117857 45.927084 2109.297011 -0.480105 2.65115 250.548
5 15 58.203560 47.900884 2294.494673 58.671317 45.725502 2090.821498 -0.467757 2.17538 203.673
6 16 55.743227 47.638911 2269.465867 56.177278 45.788965 2096.629309 -0.434051 1.84995 172.837
7 17 53.783120 47.478228 2254.182089 54.183908 45.871341 2104.179886 -0.400788 1.60689 150.002
8 18 51.898745 47.131475 2221.375973 52.275437 45.720638 2090.376719 -0.376692 1.41084 130.999
9 19 50.592765 47.139410 2222.123970 50.938039 45.872840 2104.317457 -0.345274 1.26657 117.807
10 20 49.239572 46.904696 2200.050528 49.564289 45.766590 2094.580757 -0.324717 1.13811 105.47
11 21 47.449910 46.114761 2126.571164 47.768096 45.098882 2033.909137 -0.318186 1.01588 92.662
12 22 45.871562 45.475747 2068.043579 46.177889 44.553865 1985.046923 -0.306327 0.921882 82.9967
13 23 44.513017 44.958168 2021.236846 44.806518 44.113640 1946.013196 -0.293501 0.844528 75.2236
14 24 41.987109 42.980455 1847.319527 42.293408 42.244027 1784.557781 -0.306299 0.736428 62.7617
15 25 39.244060 40.563110 1645.365866 39.560464 39.919155 1593.538899 -0.316404 0.643955 51.827
16 26 37.052286 38.879673 1511.628942 37.363826 38.290443 1466.158026 -0.31154 0.58923 45.4709
17 27 35.211328 37.405750 1399.190166 35.518840 36.863958 1358.951411 -0.307512 0.541792 40.2388
18 28 33.288471 35.950461 1292.435629 33.588096 35.452001 1256.844369 -0.299625 0.49846 35.5913
19 29 31.825293 34.577701 1195.617425 32.120783 34.118112 1164.045569 -0.29549 0.459589 31.5719
20 30 29.742456 32.487145 1055.414617 30.027533 32.075821 1028.858280 -0.285077 0.411324 26.5563
21 31 28.316269 31.509212 992.830460 28.598426 31.114487 968.111307 -0.282157 0.394725 24.7192
22 32 26.570132 29.162267 850.437806 26.837856 28.817917 830.472355 -0.267724 0.34435 19.9655
23 33 24.472961 26.522430 703.439302 24.744211 26.221151 687.548754 -0.27125 0.301279 15.8905
24 34 23.570647 24.085740 580.122869 23.818709 23.813891 567.101406 -0.248062 0.271849 13.0215
25 35 21.897443 22.196336 492.677339 22.137340 21.939991 481.363203 -0.239897 0.256345 11.3141
26 36 21.377999 21.066394 443.792974 21.608779 20.818006 433.389365 -0.23078 0.248388 10.4036
27 37 20.398580 19.806316 392.290142 20.614430 19.571021 383.024881 -0.21585 0.235295 9.26526
28 38 20.108585 18.778472 352.631021 20.308979 18.554313 344.262520 -0.200394 0.224159 8.3685
29 39 19.190123 17.808909 317.157235 19.383714 17.591191 309.449986 -0.193591 0.217718 7.70725
30 40 19.128856 17.461973 304.920500 19.315977 17.247295 297.469201 -0.187121 0.214678 7.4513
31 41 18.521573 16.465000 271.096211 18.690910 16.267589 264.634464 -0.169337 0.197411 6.46175
32 42 17.714658 16.060994 257.955526 17.885435 15.865630 251.718210 -0.170777 0.195364 6.23732
33 43 17.705633 15.660787 245.260246 17.864964 15.475024 239.476359 -0.159331 0.185763 5.78389
34 44 18.324464 15.417767 237.707544 18.461942 15.249484 232.546775 -0.137478 0.168283 5.16077
35 45 17.395842 15.038554 226.158113 17.549258 14.856041 220.701960 -0.153416 0.182513 5.45615
36 46 15.943213 14.808027 219.277675 16.108618 14.625580 213.907590 -0.165405 0.182447 5.37008
37 47 16.248607 13.835266 191.414577 16.391585 13.663293 186.685580 -0.142978 0.171973 4.729
38 48 15.829743 13.590397 184.698899 15.972074 13.420868 180.119704 -0.142331 0.169529 4.57919
39 49 16.849610 13.901653 193.255959 16.981992 13.735092 188.652765 -0.132382 0.166561 4.60319
40 50 16.418032 13.611191 185.264528 16.543304 13.454528 181.024321 -0.125272 0.156663 4.24021
