#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 39 84.362296 51.584569 2660.967757 84.533399 44.755733 2003.075657 -0.171103 6.82884 657.892
2 40 80.229910 51.691130 2671.972893 80.564597 46.971294 2206.302418 -0.334687 4.71984 465.67
3 41 78.042758 51.452181 2647.326904 78.384244 47.880892 2292.579786 -0.341486 3.57129 354.747
4 42 72.392161 50.525986 2552.875274 72.865069 47.674820 2272.888499 -0.472908 2.85117 279.987
5 43 70.466040 48.363825 2339.059591 70.914109 46.072198 2122.647431 -0.448069 2.29163 216.412
6 44 63.451540 46.390156 2152.046610 64.004631 44.433341 1974.321815 -0.553091 1.95681 177.725
7 45 61.975419 45.618011 2081.002902 62.482719 43.943895 1931.065891 -0.5073 1.67412 149.937
8 46 50.583301 38.422035 1476.252760 51.281806 37.041505 1372.073089 -0.698505 1.38053 104.18
9 47 45.752245 34.498842 1190.170094 46.499843 33.271019 1106.960719 -0.747598 1.22782 83.2094
10 48 44.663530 30.922940 956.228229 45.313444 29.831000 889.888571 -0.649914 1.09194 66.3397
11 49 35.049623 24.681583 609.180535 35.797558 23.526230 553.483491 -0.747935 1.15535 55.697
12 50 34.574284 23.496803 552.099740 35.254151 22.426593 502.952082 -0.679867 1.07021 49.1477
