#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 18 85.295980 51.729606 2675.952131 85.229414 44.925048 2018.259940 0.066566 6.80456 657.692
2 19 81.710435 51.829528 2686.300006 81.783907 47.144871 2222.638822 -0.073472 4.68466 463.661
3 20 78.224113 51.447191 2646.813419 78.374957 47.926885 2296.986285 -0.150844 3.52031 349.827
4 21 74.908952 50.960372 2596.959468 75.106881 48.162628 2319.638691 -0.197929 2.79774 277.321
5 22 72.009270 50.527022 2552.979923 72.228879 48.214956 2324.681952 -0.219609 2.31207 228.298
6 23 69.224769 50.000218 2500.021818 69.460270 48.041410 2307.977046 -0.235501 1.95881 192.045
7 24 66.795876 49.585450 2458.716812 67.035573 47.887584 2293.220670 -0.239697 1.69787 165.496
8 25 64.302536 48.950020 2396.104429 64.550141 47.464381 2252.867435 -0.247605 1.48564 143.237
9 26 61.820757 48.190070 2322.282826 62.075818 46.877241 2197.475688 -0.255061 1.31283 124.807
10 27 59.569967 47.545572 2260.581455 59.826364 46.368433 2150.031595 -0.256397 1.17714 110.55
11 28 57.417718 46.895257 2199.165174 57.673713 45.831650 2100.540114 -0.255995 1.06361 98.6251
12 29 55.520571 46.215683 2135.889379 55.773956 45.249888 2047.552376 -0.253385 0.965795 88.337
13 30 53.155940 45.082000 2032.386758 53.416693 44.212700 1954.762862 -0.260753 0.8693 77.6239
14 31 50.049007 42.894981 1839.979372 50.329840 42.133491 1775.231060 -0.280833 0.76149 64.7483
15 32 46.044338 39.797735 1583.859683 46.350376 39.140231 1531.957698 -0.306038 0.657504 51.902
16 33 42.963168 37.168036 1381.462902 43.279573 36.578548 1337.990197 -0.316405 0.589488 43.4727
17 34 39.490576 34.379901 1181.977584 39.816110 33.846306 1145.572444 -0.325534 0.533595 36.4051
18 35 37.425389 32.142072 1033.112788 37.746278 31.650506 1001.754527 -0.320889 0.491566 31.3583
19 36 34.952231 29.796786 887.848476 35.262876 29.344717 861.112407 -0.310645 0.452069 26.7361
20 37 32.381600 27.755464 770.365760 32.707275 27.320362 746.402202 -0.325675 0.435102 23.9636
21 38 30.670307 25.375173 643.899419 30.975368 24.977349 623.867950 -0.305061 0.397824 20.0315
22 39 28.461765 23.378589 546.558435 28.760773 22.994034 528.725597 -0.299008 0.384555 17.8328
23 40 27.869039 22.049899 486.198042 28.143447 21.687522 470.348590 -0.274408 0.362377 15.8495
24 41 26.618263 20.975427 439.968537 26.883716 20.624964 425.389148 -0.265453 0.350463 14.5794
25 42 26.154224 20.122622 404.919934 26.399776 19.790144 391.649793 -0.245552 0.332478 13.2701
26 43 24.412396 18.752772 351.666447 24.656564 18.426688 339.542836 -0.244168 0.326084 12.1236
27 44 23.798195 18.347926 336.646399 24.038883 18.026333 324.948685 -0.240688 0.321593 11.6977
28 45 23.396191 17.078513 291.675618 23.610691 16.776575 281.453472 -0.2145 0.301938 10.2221
29 46 23.100026 16.564570 274.384972 23.304616 16.272989 264.810173 -0.20459 0.291581 9.5748
30 47 22.006218 16.277482 264.956419 22.223861 15.976463 255.247359 -0.217643 0.301019 9.70906
31 48 21.664310 16.480302 271.600351 21.880874 16.187492 262.034911 -0.216564 0.29281 9.56544
32 49 22.236741 15.197301 230.957969 22.407321 14.941480 223.247834 -0.17058 0.255821 7.71013
33 50 21.544569 14.850726 220.544075 21.717192 14.594514 212.999825 -0.172623 0.256212 7.54425
