#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 22 85.438920 51.719784 2674.936034 85.424823 44.905016 2016.460472 0.014097 6.81477 658.476
2 23 81.901904 51.811312 2684.412099 82.026979 47.113928 2219.722184 -0.125075 4.69738 464.69
3 24 78.918651 51.592105 2661.745297 79.099831 48.048522 2308.660469 -0.18118 3.54358 353.085
4 25 76.017847 51.219461 2623.433231 76.234079 48.392547 2341.838602 -0.216232 2.82691 281.595
5 26 73.536446 50.937636 2594.642784 73.764714 48.590402 2361.027158 -0.228268 2.34723 233.616
6 27 70.927138 50.415694 2541.742155 71.171361 48.423935 2344.877478 -0.244223 1.99176 196.865
7 28 68.252749 49.777696 2477.819068 68.512275 48.056640 2309.440654 -0.259526 1.72106 168.378
8 29 65.901143 49.258773 2426.426711 66.165058 47.743472 2279.439140 -0.263915 1.5153 146.988
9 30 63.693716 48.730532 2374.664753 63.958475 47.381142 2244.972595 -0.264759 1.34939 129.692
10 31 61.566164 48.123670 2315.887574 61.832386 46.912123 2200.747277 -0.266222 1.21155 115.14
11 32 58.689238 46.990116 2208.070961 58.973458 45.908297 2107.571755 -0.28422 1.08182 100.499
12 33 55.266868 44.708072 1998.811676 55.579315 43.768560 1915.686813 -0.312447 0.939512 83.1249
13 34 50.613573 41.444166 1717.618907 50.961356 40.634917 1651.196449 -0.347783 0.809249 66.4225
14 35 47.059448 38.781943 1504.039073 47.422072 38.055710 1448.237072 -0.362624 0.726233 55.802
15 36 42.947136 35.802369 1281.809650 43.325638 35.147491 1235.346111 -0.378502 0.654878 46.4635
16 37 40.846311 33.409477 1116.193174 41.214127 32.810991 1076.561159 -0.367816 0.598486 39.632
17 38 37.702382 30.761738 946.284529 38.063947 30.208595 912.559239 -0.361565 0.553143 33.7253
18 39 34.276991 28.469472 810.510840 34.668172 27.933078 780.256857 -0.391181 0.536394 30.254
19 40 32.846292 25.848936 668.167476 33.203319 25.359903 643.124669 -0.357027 0.489033 25.0428
20 41 30.623742 23.969172 574.521203 30.974114 23.498005 552.156234 -0.350372 0.471167 22.365
21 42 29.764610 22.696242 515.119415 30.090179 22.251956 495.149534 -0.325569 0.444286 19.9699
22 43 27.684503 21.115910 445.881644 28.007160 20.675310 427.468435 -0.322657 0.4406 18.4132
23 44 27.285653 20.324779 413.096653 27.588150 19.902574 396.112467 -0.302497 0.422205 16.9842
24 45 25.655533 18.604780 346.137841 25.945087 18.193956 331.020037 -0.289554 0.410824 15.1178
25 46 25.046366 17.996412 323.870853 25.324381 17.596195 309.626089 -0.278015 0.400217 14.2448
26 47 24.614675 17.834300 318.062246 24.896640 17.435238 303.987530 -0.281965 0.399062 14.0747
27 48 24.624285 17.968518 322.867643 24.894849 17.587333 309.314297 -0.270564 0.381185 13.5533
28 49 24.144037 16.284959 265.199890 24.373116 15.936880 253.984153 -0.229079 0.348079 11.2157
29 50 23.376742 15.806231 249.836931 23.604165 15.460855 239.038041 -0.227423 0.345376 10.7989
