#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 40 85.987506 51.722675 2675.235097 86.063907 44.890056 2015.117166 -0.076401 6.83262 660.118
2 41 81.155052 51.168231 2618.187832 81.449609 46.468579 2159.328806 -0.294557 4.69965 458.859
3 42 72.260278 48.496015 2351.863432 72.856583 45.026870 2027.418979 -0.596305 3.46914 324.444
4 43 63.284399 46.070260 2122.468843 64.079054 43.315384 1876.222454 -0.794655 2.75488 246.246
5 44 54.843794 42.863490 1837.278766 55.772927 40.579435 1646.690535 -0.929133 2.28406 190.588
6 45 54.616779 41.604005 1730.893207 55.432286 39.718415 1577.552451 -0.815507 1.88559 153.341
7 46 50.359439 38.807989 1506.060042 51.169945 37.171234 1381.700644 -0.810506 1.63676 124.359
8 47 40.809736 32.547850 1059.362512 41.745774 31.055851 964.465890 -0.936038 1.492 94.8966
9 48 37.104380 27.891570 777.939689 38.007321 26.527461 703.706211 -0.902941 1.36411 74.2335
10 49 29.499079 22.039839 485.754507 30.490731 20.596787 424.227622 -0.991652 1.44305 61.5269
11 50 27.978251 20.536837 421.761660 28.910062 19.146416 366.585230 -0.931811 1.39042 55.1764
