#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 17 84.297465 51.655133 2668.252769 84.267589 44.858381 2012.274335 0.029876 6.79675 655.978
2 18 80.199873 51.702203 2673.117768 80.330633 47.030786 2211.894853 -0.13076 4.67142 461.223
3 19 77.641965 51.762646 2679.371569 77.796472 48.232981 2326.420432 -0.154507 3.52966 352.951
4 20 75.473583 51.705443 2673.452837 75.632840 48.879975 2389.251933 -0.159257 2.82547 284.201
5 21 73.300631 51.487837 2650.997358 73.466085 49.143527 2415.086260 -0.165454 2.34431 235.911
6 22 71.907497 51.574437 2659.922516 72.055955 49.562952 2456.486233 -0.148458 2.01149 203.436
7 23 70.213509 51.354239 2637.257872 70.362454 49.608150 2460.968566 -0.148945 1.74609 176.289
8 24 67.730951 50.624326 2562.822390 67.902546 49.104024 2411.205222 -0.171595 1.5203 151.617
9 25 65.772212 50.164237 2516.450672 65.946241 48.809853 2382.401755 -0.174029 1.35438 134.049
10 26 63.935542 49.711592 2471.242412 64.111262 48.495482 2351.811729 -0.17572 1.21611 119.431
11 27 60.178972 47.678284 2273.218762 60.401073 46.631838 2174.528332 -0.222101 1.04645 98.6904
12 28 55.889076 45.270031 2049.375681 56.151692 44.361981 1967.985397 -0.262616 0.90805 81.3903
13 29 53.132060 43.834263 1921.442646 53.397608 43.005628 1849.484031 -0.265548 0.828635 71.9586
14 30 49.939860 42.323755 1791.300256 50.215803 41.570584 1728.113468 -0.275943 0.753171 63.1868
15 31 48.149840 41.264693 1702.774858 48.418548 40.567972 1645.760371 -0.268708 0.696721 57.0145
16 32 44.138906 39.080773 1527.306848 44.421999 38.461198 1479.263723 -0.283093 0.619575 48.0431
17 33 42.114551 37.713457 1422.304837 42.406497 37.135230 1379.025279 -0.291946 0.578227 43.2796
18 34 39.027218 35.939675 1291.660261 39.308846 35.412998 1254.080438 -0.281628 0.526677 37.5798
19 35 36.530901 33.829141 1144.410805 36.832449 33.350005 1112.222810 -0.301548 0.479136 32.188
20 36 33.335389 29.607196 876.586049 33.618673 29.211283 853.299064 -0.283284 0.395913 23.287
21 37 30.608124 27.187067 739.136637 30.905283 26.812248 718.896642 -0.297159 0.374819 20.24
22 38 30.062459 24.980273 624.014063 30.315822 24.649339 607.589889 -0.253363 0.330934 16.4242
23 39 27.933311 23.440345 549.449769 28.191928 23.117106 534.400580 -0.258617 0.323239 15.0492
24 40 26.937293 21.841697 477.059731 27.178281 21.528165 463.461890 -0.240988 0.313532 13.5978
25 41 25.439308 20.333456 413.449436 25.668060 20.036161 401.447746 -0.228752 0.297295 12.0017
26 42 25.640768 19.815286 392.645540 25.854797 19.527449 381.321262 -0.214029 0.287837 11.3243
27 43 24.728958 19.000126 361.004777 24.938244 18.717685 350.351730 -0.209286 0.282441 10.653
28 44 24.434668 18.540573 343.752854 24.633270 18.269789 333.785173 -0.198602 0.270784 9.96768
29 45 23.366225 17.733106 314.463058 23.568569 17.457948 304.779950 -0.202344 0.275158 9.68311
30 46 22.846473 17.856793 318.865053 23.058709 17.577195 308.957781 -0.212236 0.279598 9.90727
31 47 22.011417 16.401182 268.998784 22.207948 16.130686 260.199042 -0.196531 0.270496 8.79974
32 48 20.978951 16.497615 272.171307 21.181884 16.230631 263.433376 -0.202933 0.266984 8.73793
33 49 21.996550 15.981388 255.404747 22.175898 15.727820 247.364318 -0.179348 0.253568 8.04043
34 50 21.542222 15.618774 243.946099 21.711495 15.378510 236.498564 -0.169273 0.240264 7.44754
