#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 12 85.505967 51.800716 2683.314196 85.263447 45.024855 2027.237533 0.24252 6.77586 656.077
2 13 81.720466 51.875549 2691.072562 81.629130 47.227862 2230.470917 0.091336 4.64769 460.602
3 14 78.243411 51.563084 2658.751607 78.236236 48.083553 2312.028039 0.007175 3.47953 346.724
4 15 74.720560 51.029599 2604.019981 74.777827 48.281583 2331.111245 -0.057267 2.74802 272.909
5 16 71.397769 50.448728 2545.074107 71.498433 48.197033 2322.954004 -0.100664 2.2517 222.12
6 17 68.169822 49.754478 2475.508122 68.303896 47.864202 2290.981839 -0.134074 1.89028 184.526
7 18 65.073659 48.986355 2399.662997 65.232264 47.369788 2243.896820 -0.158605 1.61657 155.766
8 19 62.311445 48.300738 2332.961339 62.483479 46.892984 2198.951946 -0.172034 1.40775 134.009
9 20 59.705333 47.557519 2261.717616 59.887243 46.318397 2145.393932 -0.18191 1.23912 116.324
10 21 57.416296 46.943391 2203.681928 57.601418 45.837131 2101.042594 -0.185122 1.10626 102.639
11 22 55.118199 46.157145 2130.482035 55.308773 45.167533 2040.106066 -0.190574 0.989612 90.376
12 23 52.855490 45.244408 2047.056466 53.051058 44.355937 1967.449121 -0.195568 0.888471 79.6073
13 24 50.807203 44.450783 1975.872122 51.003243 43.642904 1904.703082 -0.19604 0.807879 71.169
14 25 48.918925 43.690263 1908.839123 49.114326 42.951701 1844.848577 -0.195401 0.738562 63.9905
15 26 47.084228 42.863931 1837.316586 47.278937 42.188327 1779.854895 -0.194709 0.675604 57.4617
16 27 45.139952 41.743191 1742.493967 45.338062 41.129926 1691.670797 -0.19811 0.613265 50.8232
17 28 42.511873 39.719850 1577.666457 42.723051 39.181771 1535.211204 -0.211178 0.538079 42.4553
18 29 39.637524 37.003267 1369.241792 39.863741 36.539866 1335.161834 -0.226217 0.463401 34.08
19 30 36.842140 34.370921 1181.360186 37.074214 33.960440 1153.311515 -0.232074 0.410481 28.0487
20 31 34.650403 32.090218 1029.782094 34.883630 31.718960 1006.092408 -0.233227 0.371258 23.6897
21 32 32.285865 29.760563 885.691119 32.518331 29.422760 865.698826 -0.232466 0.337803 19.9923
22 33 30.564267 27.999140 783.951839 30.796496 27.679231 766.139851 -0.232229 0.319909 17.812
23 34 29.009862 25.937448 672.751225 29.230329 25.647950 657.817358 -0.220467 0.289498 14.9339
24 35 27.228974 24.142155 582.843624 27.448244 23.870703 569.810485 -0.21927 0.271452 13.0331
25 36 26.123219 22.543080 508.190453 26.332557 22.283224 496.542056 -0.209338 0.259856 11.6484
26 37 24.541341 21.115687 445.872238 24.745025 20.864916 435.344728 -0.203684 0.250771 10.5275
27 38 23.872476 20.090642 403.633898 24.063258 19.850377 394.037478 -0.190782 0.240265 9.59642
28 39 22.997007 19.095884 364.652795 23.178666 18.865718 355.915305 -0.181659 0.230166 8.73749
29 40 22.594545 18.323002 335.732387 22.764544 18.105310 327.802239 -0.169999 0.217692 7.93015
30 41 21.585837 17.409188 303.079825 21.746030 17.202749 295.934578 -0.160193 0.206439 7.14525
31 42 21.429040 17.041387 290.408867 21.585468 16.837213 283.491743 -0.156428 0.204174 6.91712
32 43 20.453519 15.961136 254.757855 20.599962 15.767393 248.610693 -0.146443 0.193743 6.14716
33 44 19.553347 15.504267 240.382286 19.700066 15.313106 234.491229 -0.146719 0.191161 5.89106
34 45 19.685003 14.923215 222.702331 19.814390 14.746307 217.453582 -0.129387 0.176908 5.24875
35 46 19.998472 14.708169 216.330231 20.114951 14.544424 211.540270 -0.116479 0.163745 4.78996
36 47 18.415004 14.091828 198.579603 18.551281 13.909499 193.474161 -0.136277 0.182329 5.10544
37 48 17.726056 14.079656 198.236718 17.863861 13.902549 193.280857 -0.137805 0.177107 4.95586
38 49 19.352891 13.708647 187.926996 19.458107 13.553814 183.705873 -0.105216 0.154833 4.22112
39 50 19.086918 13.394153 179.403325 19.186101 13.247653 175.500299 -0.099183 0.1465 3.90303
